iter	RMSE
341	0.1090686903
342	0.108841762
343	0.1086227771
344	0.1083681178
345	0.1081557837
346	0.1079631487
347	0.107779966
348	0.1075878626
349	0.1073403617
350	0.1071311473
351	0.1069327468
352	0.1067367333
353	0.1065968159
354	0.1064368881
355	0.1062501005
356	0.1060559605
357	0.1058778365
358	0.1057056518
359	0.1055354205
360	0.1053211812
361	0.105161158
362	0.1049674335
363	0.1048324599
364	0.1046387842
365	0.1044598611
366	0.1042876427
367	0.1041157829
368	0.1039720019
369	0.103834754
370	0.1036601503
371	0.1035042437
372	0.1033535215
373	0.1032247924
374	0.103083424
375	0.1028909868
376	0.1027051379
377	0.102540361
378	0.1023830732
379	0.1022125787
380	0.1020582018
381	0.101897025
382	0.1017926322
383	0.1016371195
384	0.1015164262
385	0.1013584799
386	0.1012079901
387	0.101055857
388	0.1009519022
389	0.1008054081
390	0.1006640157
391	0.100565591
392	0.1004490638
393	0.1003548215
394	0.1002576235
395	0.1001218654
396	0.09998828889
397	0.09987385913
398	0.09973015731
399	0.09959579826
400	0.09945517522
401	0.09932990998
402	0.09914415696
403	0.09904819345
404	0.09893150429
405	0.09875107581
406	0.09856789251
407	0.09846352933
408	0.09835060706
409	0.0982136082
410	0.09808602681
411	0.09794605657
412	0.0978074769
413	0.09769171475
414	0.09760236897
415	0.09747623476
416	0.09735289392
417	0.09724096028
418	0.09714896653
419	0.09702564852
420	0.09689502917
421	0.09677463494
422	0.09667278675
423	0.09655258014
424	0.09643924365
425	0.09632399903
426	0.09622759114
427	0.09612999979
428	0.09600734301
429	0.09586571832
430	0.09572452116
431	0.09559142221
432	0.09548812006
433	0.09537501485
434	0.09529336203
435	0.09519365305
436	0.09508599667
437	0.09499530851
438	0.09490469651
439	0.09481979782
440	0.09471938463
441	0.09462555591
442	0.09452662815
443	0.09441107337
444	0.09430747229
445	0.09415425005
446	0.09409335552
447	0.09399396012
448	0.093913912
449	0.09382056037
450	0.09371528331
451	0.09357148995
452	0.09346542972
453	0.09336229172
454	0.09325066542
455	0.09316038142
456	0.09303180627
457	0.09294917073
458	0.09284593358
459	0.09272772345
460	0.09266293349
461	0.09257128489
462	0.09248803635
463	0.09234140348
464	0.09223232118
465	0.0921706267
466	0.09211176923
467	0.0920445306
468	0.09193283462
469	0.09183539665
470	0.09174788744
471	0.09166590187
472	0.09158714967
473	0.09151652724
474	0.09144659357
475	0.09136095123
476	0.09129702417
477	0.09113995702
478	0.0910717647
479	0.09100889916
480	0.0909294295
481	0.09080890217
482	0.09075139558
483	0.09066079764
484	0.09059300235
485	0.09042602191
486	0.09037189204
487	0.09028509004
488	0.09014771605
489	0.09006150485
490	0.08996618958
491	0.08986874466
492	0.08973832042
493	0.08963522953
494	0.08952621183
495	0.08946188957
496	0.08932932983
497	0.08925270342
498	0.08910654716
499	0.08906125515
500	0.08901239748
501	0.08894032409
502	0.08889392384
503	0.08885106051
504	0.08872875928
505	0.08864863144
506	0.08847330094
507	0.08841853725
508	0.08837733969
509	0.08824428613
510	0.08813792705
511	0.0880646727
512	0.08797923636
513	0.08791129918
514	0.08780921239
515	0.08770824368
516	0.08762284528
517	0.08755878388
518	0.08743852951
519	0.08736660014
520	0.08728238348
521	0.08717434516
522	0.08710724754
523	0.08705245582
524	0.08695709866
525	0.08688833572
526	0.08678218765
527	0.08671475162
528	0.08660680426
529	0.08652262693
530	0.08640247372
531	0.08632275005
532	0.08624546896
533	0.08610478568
534	0.08601891646
535	0.08593898269
536	0.08586519219
537	0.08582805101
538	0.08576759573
539	0.08568719081
540	0.08557413443
541	0.08553534054
542	0.08544201667
543	0.08537839215
544	0.08525930616
545	0.08514587674
546	0.08506370558
547	0.0849137265
548	0.08482708571
549	0.08476908511
550	0.08469386856
551	0.08464817852
552	0.0845799477
553	0.08450570421
554	0.08441837942
555	0.08431773587
556	0.08423564874
557	0.08414984706
558	0.08408324739
559	0.08404654279
560	0.08394686551
561	0.08387675667
562	0.08375283993
563	0.08366765489
564	0.0835924229
565	0.0835451515
566	0.0834793379
567	0.08344402735
568	0.08336285593
569	0.08328092574
570	0.08319778643
571	0.08306791192
572	0.08299903218
573	0.08293333073
574	0.08286582765
575	0.08281645944
576	0.08273274349
577	0.08267890349
578	0.08253568307
579	0.08248880119
580	0.082371671
581	0.08231264577
582	0.082241971
583	0.08219982915
584	0.08210218453
585	0.08204726416
586	0.08195771223
587	0.08188427778
588	0.08182066868
589	0.08175325485
590	0.08170654334
591	0.08164461002
592	0.08159328239
593	0.08152269315
594	0.08149430127
595	0.08142902609
596	0.08128051438
597	0.08120600291
598	0.08113197665
599	0.08109284811
600	0.08103829303
601	0.0809909568
602	0.08093154701
603	0.08087924534
604	0.08080269672
605	0.08077569322
606	0.08070851838
607	0.08063800579
608	0.0805655431
609	0.08050589736
610	0.08038530093
611	0.08028353632
612	0.08021040754
613	0.08015065926
614	0.08007854954
615	0.0800225759
616	0.07998211601
617	0.07992495705
618	0.0798657448
619	0.07984081476
620	0.07980225676
621	0.0797754877
622	0.07970969766
623	0.0796238038
624	0.07953230442
625	0.0794594345
626	0.07933842939
627	0.07931665787
628	0.0792250666
629	0.07917624672
630	0.07914625739
631	0.07909463907
632	0.07907402549
633	0.07901185685
634	0.07892698837
635	0.07887968662
636	0.07880647221
637	0.07873480814
638	0.07865083904
639	0.07861391601
640	0.07854988693
641	0.07852909064
642	0.07850785301
643	0.07841749639
644	0.07835181738
645	0.07833022304
646	0.07824483564
647	0.07814141179
648	0.07808320657
649	0.07801127178
650	0.07799355981
651	0.07788502312
652	0.07783448515
653	0.0777319125
654	0.07767132395
655	0.07760273396
656	0.07756448694
657	0.07753667176
658	0.07746897401
659	0.07742520992
660	0.07737395493
661	0.07730410472
662	0.07722054806
663	0.07715358691
664	0.07710623648
665	0.07704475045
666	0.07699197277
667	0.07694269713
668	0.07686994056
669	0.07679112927
670	0.07675852666
671	0.0767240392
672	0.0766700006
673	0.076605011
674	0.07650811496
675	0.07648003133
676	0.07646162938
677	0.07641272542
678	0.07635915344
679	0.0763052344
680	0.07628875945
681	0.07627284886
682	0.07614574842
683	0.07610639423
684	0.0760515535
685	0.07600020547
686	0.07592072407
687	0.07590149683
688	0.07580122815
689	0.07571335001
690	0.07564837643
691	0.07553696645
692	0.07545808134
693	0.07542072404
694	0.07531691266
695	0.07526153775
696	0.07519413521
697	0.07512575535
698	0.07507942584
699	0.07501839613
700	0.07490929816
701	0.07483754384
702	0.0747886801
703	0.07468585852
704	0.07460043549
705	0.07456861708
706	0.07453905766
707	0.07448816358
708	0.07441725541
709	0.07436098437
710	0.07429267511
711	0.07419514532
712	0.07417769747
713	0.07409224125
714	0.07400004485
715	0.07391245344
716	0.07382220792
717	0.07375728801
718	0.07370523973
719	0.0736325942
720	0.0735657993
721	0.07350008552
722	0.07342715984
723	0.07339581933
724	0.07329241927
725	0.07320789083
726	0.07313481593
727	0.07308884504
728	0.07300428141
729	0.07292092588
730	0.07288835415
731	0.07283311809
732	0.07280631105
733	0.07271697141
734	0.0726321554
735	0.07256985031
736	0.07251345511
737	0.07247530525
738	0.07239023634
739	0.0723410329
740	0.0722858
741	0.07222574136
742	0.07217124069
743	0.07206628105
744	0.0720346134
745	0.0719735192
746	0.07193325903
747	0.07185606082
748	0.07176734212
749	0.07171056917
750	0.07167051179
751	0.07161704228
752	0.07160133941
753	0.07155629865
754	0.07148246022
755	0.07142199472
756	0.071380585
757	0.07133030827
758	0.07128512362
759	0.07122734696
760	0.0711726496
761	0.07111986766
762	0.07104841218
763	0.07098539475
764	0.07096192083
765	0.07089590207
766	0.0708329582
767	0.07081668791
768	0.07075742926
769	0.07074055687
770	0.07072446406
771	0.07071346286
772	0.07064966866
773	0.07057149766
774	0.07052284481
775	0.07045737811
776	0.0704071021
777	0.07034386262
778	0.07029944617
779	0.07025407897
780	0.07016630872
781	0.07013224835
782	0.07011931759
783	0.07005115421
784	0.06998006916
785	0.06993373235
786	0.06990721582
787	0.06982612429
788	0.06977344858
789	0.06973360674
790	0.06966116696
791	0.06960552759
792	0.06952695344
793	0.06946918588
794	0.06943214642
795	0.06937703831
796	0.06934351246
797	0.06928099309
798	0.06922860853
799	0.06917674973
800	0.06909226212
801	0.0690567496
802	0.06900505803
803	0.06895194628
804	0.06887664517
805	0.06882502091
806	0.06881150841
807	0.06874942352
808	0.06870006872
809	0.06864438558
810	0.06860417741
811	0.06853869412
812	0.06842404206
813	0.06840336853
814	0.06837416138
815	0.06832837856
816	0.06828204713
817	0.06824491899
818	0.06820430668
819	0.06816116512
820	0.06812053391
821	0.0680703996
822	0.06802716346
823	0.06801277938
824	0.06791690088
825	0.06790174388
826	0.06784212623
827	0.06781039565
828	0.06774305324
829	0.06768541558
830	0.06765429101
831	0.06760321681
832	0.06755365546
833	0.06747749095
834	0.06742783276
835	0.06739076513
836	0.06733896677
837	0.06725507924
838	0.06721683798
839	0.0671742264
840	0.06711062302
841	0.06706010959
842	0.06698703374
843	0.06694685521
844	0.0669036826
845	0.06685043895
846	0.06680580699
847	0.0667437871
848	0.06669751252
849	0.06664706948
850	0.06660160091
851	0.06653035758
852	0.06649346469
853	0.06644709038
854	0.06641845191
855	0.06637600177
856	0.06632858101
857	0.06627439969
858	0.06624619865
859	0.0662163123
860	0.06620287835
861	0.06612504519
862	0.06607930049
863	0.06601349763
864	0.06596977763
865	0.06592370779
866	0.06589491825
867	0.0658311646
868	0.06576172459
869	0.06570332884
870	0.06566435637
871	0.06564892495
872	0.06556468837
873	0.06554009455
874	0.06548840395
875	0.06544996559
876	0.06540567219
877	0.06535974466
878	0.06534450977
879	0.06528556367
880	0.06527534485
881	0.06524227714
882	0.06517632989
883	0.06510343274
884	0.06506522781
885	0.06501570852
886	0.06495978568
887	0.0649023512
888	0.06485433558
889	0.06482111744
890	0.06474769319
891	0.0646795059
892	0.06464095399
893	0.06459474761
894	0.06458492759
895	0.06457524327
896	0.06451351684
897	0.06446423176
898	0.06439858374
899	0.06436598237
900	0.06432162874
901	0.06429044649
902	0.06424034635
903	0.06420732616
904	0.0641677387
905	0.06409524477
906	0.06405736209
907	0.06399553209
908	0.06395607722
909	0.06390522834
910	0.06388484733
911	0.06382276148
912	0.06376845398
913	0.06369938337
914	0.06364635269
915	0.0636298505
916	0.06359847056
917	0.06353278137
918	0.06347202746
919	0.06343904517
920	0.06338466634
921	0.06333180394
922	0.06329784896
923	0.063271321
924	0.06322355401
925	0.06317678153
926	0.0631232157
927	0.06308614116
928	0.06306682632
929	0.06302862788
930	0.06300014017
931	0.06294376193
932	0.06293439631
933	0.06287258754
934	0.06280662187
935	0.06276573043
936	0.06272828189
937	0.06269024622
938	0.06263789131
939	0.06262027107
940	0.06256298665
941	0.06251146218
942	0.06249425439
943	0.06242509548
944	0.06240571049
945	0.06236927934
946	0.06232206536
947	0.06228215546
948	0.06223179476
949	0.06219507632
950	0.06215150858
951	0.06211738812
952	0.06205204121
953	0.06200190246
954	0.06195253914
955	0.06193103404
956	0.06187556802
957	0.06182674657
958	0.06180669261
959	0.06173383915
960	0.06169819524
961	0.06164150451
962	0.0615989937
963	0.06155382881
964	0.06149072223
965	0.06144575178
966	0.06140270065
967	0.06135737661
968	0.06131591135
969	0.06127555687
970	0.06124813281
971	0.06120324716
972	0.06116436666
973	0.0611105786
974	0.06107429643
975	0.06102297725
976	0.06101191299
977	0.06100463133
978	0.0609732161
979	0.06091293585
980	0.0608661832
981	0.06081702016
982	0.06077130623
983	0.0606982895
984	0.06064360238
985	0.06060033164
986	0.06055991178
987	0.06050452374
988	0.06045707325
989	0.06039890184
990	0.06036602513
991	0.06033512119
992	0.06030529539
993	0.06024414489
994	0.06021748909
995	0.06018486678
996	0.06013757986
997	0.06011408717
998	0.06010450967
999	0.0600651523
