iter	Passed	Remaining
1857	1064	2373
1858	1065	2372
1859	1065	2371
1860	1066	2371
1861	1066	2370
1862	1067	2369
1863	1067	2369
1864	1068	2368
1865	1069	2368
1866	1069	2367
1867	1070	2367
1868	1070	2366
1869	1071	2366
1870	1071	2365
1871	1072	2364
1872	1072	2364
1873	1073	2363
1874	1074	2362
1875	1074	2362
1876	1075	2361
1877	1075	2361
1878	1076	2360
1879	1077	2360
1880	1077	2359
1881	1078	2359
1882	1078	2358
1883	1079	2358
1884	1079	2357
1885	1080	2356
1886	1080	2356
1887	1081	2355
1888	1082	2354
1889	1082	2354
1890	1083	2353
1891	1083	2353
1892	1084	2352
1893	1084	2352
1894	1085	2351
1895	1086	2350
1896	1086	2350
1897	1087	2349
1898	1087	2348
1899	1088	2348
1900	1088	2347
1901	1089	2346
1902	1089	2346
1903	1090	2345
1904	1090	2345
1905	1091	2344
1906	1092	2344
1907	1092	2343
1908	1093	2342
1909	1093	2342
1910	1094	2341
1911	1094	2341
1912	1095	2340
1913	1096	2339
1914	1096	2339
1915	1097	2338
1916	1097	2338
1917	1098	2337
1918	1098	2337
1919	1099	2336
1920	1100	2335
1921	1100	2335
1922	1101	2334
1923	1101	2334
1924	1102	2333
1925	1103	2333
1926	1103	2332
1927	1104	2332
1928	1104	2331
1929	1105	2331
1930	1105	2330
1931	1106	2329
1932	1107	2329
1933	1107	2328
1934	1108	2328
1935	1108	2327
1936	1109	2327
1937	1109	2326
1938	1110	2325
1939	1111	2325
1940	1111	2324
1941	1112	2324
1942	1112	2323
1943	1113	2322
1944	1113	2322
1945	1114	2321
1946	1114	2320
1947	1115	2320
1948	1115	2319
1949	1116	2318
1950	1117	2318
1951	1117	2317
1952	1118	2317
1953	1118	2316
1954	1119	2316
1955	1119	2315
1956	1120	2315
1957	1121	2314
1958	1121	2313
1959	1122	2313
1960	1122	2312
1961	1123	2311
1962	1123	2311
1963	1124	2310
1964	1125	2310
1965	1125	2309
1966	1126	2309
1967	1126	2308
1968	1127	2308
1969	1127	2307
1970	1128	2306
1971	1129	2306
1972	1129	2305
1973	1130	2304
1974	1130	2304
1975	1131	2303
1976	1131	2303
1977	1132	2302
1978	1133	2302
1979	1133	2301
1980	1134	2300
1981	1134	2300
1982	1135	2299
1983	1135	2299
1984	1136	2298
1985	1137	2298
1986	1137	2297
1987	1138	2296
1988	1138	2296
1989	1139	2295
1990	1139	2295
1991	1140	2294
1992	1140	2293
1993	1141	2293
1994	1142	2292
1995	1142	2292
1996	1143	2291
1997	1143	2291
1998	1144	2290
1999	1145	2290
2000	1145	2289
2001	1146	2288
2002	1146	2288
2003	1147	2287
2004	1147	2286
2005	1148	2286
2006	1148	2285
2007	1149	2284
2008	1149	2284
2009	1150	2283
2010	1151	2283
2011	1151	2282
2012	1152	2282
2013	1152	2281
2014	1153	2280
2015	1153	2280
2016	1154	2279
2017	1154	2278
2018	1155	2278
2019	1156	2277
2020	1156	2277
2021	1157	2276
2022	1157	2276
2023	1158	2275
2024	1159	2275
2025	1159	2274
2026	1160	2273
2027	1160	2273
2028	1161	2272
2029	1161	2271
2030	1162	2271
2031	1162	2270
2032	1163	2270
2033	1163	2269
2034	1164	2269
2035	1165	2268
2036	1165	2268
2037	1166	2267
2038	1166	2266
2039	1167	2266
2040	1167	2265
2041	1168	2264
2042	1168	2264
2043	1169	2263
2044	1170	2262
2045	1170	2262
2046	1171	2261
2047	1171	2261
2048	1172	2260
2049	1173	2260
2050	1173	2259
2051	1174	2259
2052	1174	2258
2053	1175	2257
2054	1175	2257
2055	1176	2256
2056	1177	2256
2057	1177	2255
2058	1178	2255
2059	1178	2254
2060	1179	2253
2061	1179	2253
2062	1180	2252
2063	1180	2252
2064	1181	2251
2065	1182	2250
2066	1182	2250
2067	1183	2249
2068	1183	2249
2069	1184	2248
2070	1185	2248
2071	1185	2247
2072	1186	2246
2073	1186	2246
2074	1187	2245
2075	1187	2244
2076	1188	2244
2077	1188	2243
2078	1189	2242
2079	1189	2242
2080	1190	2241
2081	1191	2241
2082	1191	2240
2083	1192	2240
2084	1192	2239
2085	1193	2239
2086	1193	2238
2087	1194	2237
2088	1194	2237
2089	1195	2236
2090	1195	2235
2091	1196	2235
2092	1197	2234
2093	1197	2234
2094	1198	2233
2095	1198	2233
2096	1199	2232
2097	1199	2231
2098	1200	2231
2099	1201	2230
2100	1201	2229
2101	1202	2229
2102	1202	2228
2103	1203	2228
2104	1203	2227
2105	1204	2227
2106	1205	2226
2107	1205	2225
2108	1206	2225
2109	1206	2224
2110	1207	2223
2111	1207	2223
2112	1208	2222
2113	1208	2221
2114	1209	2221
2115	1209	2220
2116	1210	2220
2117	1210	2219
2118	1211	2218
2119	1212	2218
2120	1212	2217
2121	1213	2216
2122	1213	2216
2123	1214	2215
2124	1214	2215
2125	1215	2214
2126	1215	2213
2127	1216	2213
2128	1216	2212
2129	1217	2212
2130	1218	2211
2131	1218	2210
2132	1219	2210
2133	1219	2209
2134	1220	2208
2135	1220	2208
2136	1221	2207
2137	1221	2207
2138	1222	2206
2139	1222	2205
2140	1223	2205
2141	1224	2204
2142	1224	2204
2143	1225	2203
2144	1225	2202
2145	1226	2202
2146	1226	2201
2147	1227	2200
2148	1227	2200
2149	1228	2199
2150	1229	2199
2151	1229	2198
2152	1230	2198
2153	1230	2197
2154	1231	2197
2155	1232	2196
2156	1232	2196
2157	1233	2195
2158	1233	2194
2159	1234	2194
2160	1234	2193
2161	1235	2192
2162	1235	2192
2163	1236	2191
2164	1236	2191
2165	1237	2190
2166	1238	2190
2167	1238	2189
2168	1239	2188
2169	1239	2188
2170	1240	2187
2171	1240	2186
2172	1241	2186
2173	1241	2185
2174	1242	2185
2175	1243	2184
2176	1243	2183
2177	1244	2183
2178	1244	2182
2179	1245	2181
2180	1245	2181
2181	1246	2180
2182	1246	2179
2183	1247	2179
2184	1247	2178
2185	1248	2177
2186	1248	2177
2187	1249	2176
2188	1249	2176
2189	1250	2175
2190	1251	2174
2191	1251	2174
2192	1252	2173
2193	1252	2172
2194	1253	2172
2195	1253	2171
2196	1254	2171
2197	1254	2170
2198	1255	2169
2199	1255	2169
2200	1256	2168
2201	1256	2167
2202	1257	2167
2203	1257	2166
2204	1258	2165
2205	1258	2165
2206	1259	2164
2207	1259	2163
2208	1260	2163
2209	1261	2162
2210	1261	2161
2211	1262	2161
2212	1262	2160
2213	1263	2159
2214	1263	2159
2215	1264	2158
2216	1264	2157
2217	1265	2157
2218	1265	2156
2219	1266	2155
2220	1266	2155
2221	1267	2154
2222	1267	2153
2223	1268	2153
2224	1268	2152
2225	1269	2151
2226	1269	2151
2227	1270	2150
2228	1270	2149
2229	1271	2149
2230	1271	2148
2231	1272	2147
2232	1272	2147
2233	1273	2146
2234	1273	2145
2235	1274	2145
2236	1274	2144
2237	1275	2144
2238	1276	2143
2239	1276	2142
2240	1277	2142
2241	1277	2141
2242	1278	2140
2243	1278	2140
2244	1279	2139
2245	1279	2138
2246	1280	2138
2247	1280	2137
2248	1281	2137
2249	1281	2136
2250	1282	2135
2251	1282	2135
2252	1283	2134
2253	1283	2133
2254	1284	2133
2255	1285	2132
2256	1285	2131
2257	1286	2131
2258	1286	2130
2259	1287	2129
2260	1287	2129
2261	1288	2128
2262	1288	2127
2263	1289	2127
2264	1289	2126
2265	1290	2126
2266	1290	2125
2267	1291	2124
2268	1291	2124
2269	1292	2123
2270	1292	2122
2271	1293	2122
2272	1293	2121
2273	1294	2120
2274	1294	2120
2275	1295	2119
2276	1295	2118
2277	1296	2118
2278	1296	2117
2279	1297	2117
2280	1298	2116
2281	1298	2115
2282	1299	2115
2283	1299	2114
2284	1300	2113
2285	1300	2113
2286	1301	2112
2287	1301	2111
2288	1302	2111
2289	1302	2110
2290	1303	2110
2291	1303	2109
2292	1304	2108
2293	1304	2108
2294	1305	2107
2295	1305	2106
2296	1306	2106
2297	1306	2105
2298	1307	2104
2299	1308	2104
2300	1308	2103
2301	1309	2102
2302	1309	2102
2303	1310	2101
2304	1310	2101
2305	1311	2100
2306	1311	2099
2307	1312	2099
2308	1312	2098
2309	1313	2097
2310	1313	2097
2311	1314	2096
2312	1314	2095
2313	1315	2095
2314	1315	2094
2315	1316	2094
2316	1317	2093
2317	1317	2092
2318	1318	2092
2319	1318	2091
2320	1319	2091
2321	1320	2090
2322	1320	2090
2323	1321	2089
2324	1321	2089
2325	1322	2088
2326	1322	2087
2327	1323	2087
2328	1323	2086
2329	1324	2085
2330	1324	2085
2331	1325	2084
2332	1325	2083
2333	1326	2083
2334	1326	2082
2335	1327	2082
2336	1327	2081
2337	1328	2080
2338	1328	2080
2339	1329	2079
2340	1330	2078
2341	1330	2078
2342	1331	2077
2343	1331	2076
2344	1332	2076
2345	1332	2075
2346	1333	2075
2347	1333	2074
2348	1334	2073
2349	1334	2073
2350	1335	2072
2351	1335	2071
2352	1336	2071
2353	1336	2070
2354	1337	2069
2355	1337	2069
2356	1338	2068
2357	1338	2067
2358	1339	2067
2359	1339	2066
2360	1340	2066
2361	1340	2065
2362	1341	2064
2363	1341	2064
2364	1342	2063
2365	1342	2062
2366	1343	2062
2367	1344	2061
2368	1344	2060
2369	1345	2060
2370	1345	2059
2371	1346	2058
2372	1346	2058
2373	1347	2057
2374	1347	2056
2375	1348	2056
2376	1348	2055
2377	1349	2055
2378	1349	2054
2379	1350	2053
2380	1350	2053
2381	1351	2052
2382	1351	2051
2383	1352	2051
2384	1352	2050
2385	1353	2049
2386	1353	2049
2387	1354	2048
2388	1354	2048
2389	1355	2047
2390	1356	2046
2391	1356	2046
2392	1357	2045
2393	1357	2045
2394	1358	2044
2395	1358	2043
2396	1359	2043
2397	1359	2042
2398	1360	2042
2399	1360	2041
2400	1361	2040
2401	1362	2040
2402	1362	2039
2403	1363	2039
2404	1363	2038
2405	1364	2037
2406	1364	2037
2407	1365	2036
2408	1365	2035
2409	1366	2035
2410	1366	2034
2411	1367	2033
2412	1367	2033
2413	1368	2032
2414	1368	2032
2415	1369	2031
2416	1369	2030
2417	1370	2030
2418	1370	2029
2419	1371	2028
2420	1372	2028
2421	1372	2027
2422	1373	2027
2423	1373	2026
2424	1374	2025
2425	1374	2025
2426	1375	2024
2427	1375	2023
2428	1376	2023
2429	1376	2022
2430	1377	2021
2431	1377	2021
2432	1378	2020
2433	1378	2019
2434	1379	2019
2435	1379	2018
2436	1380	2018
2437	1380	2017
2438	1381	2016
2439	1381	2016
2440	1382	2015
2441	1382	2014
2442	1383	2014
2443	1383	2013
2444	1384	2013
2445	1385	2012
2446	1385	2011
2447	1386	2011
2448	1386	2010
2449	1387	2009
2450	1387	2009
2451	1388	2008
2452	1388	2007
2453	1389	2007
2454	1389	2006
2455	1390	2005
2456	1390	2005
2457	1391	2004
2458	1391	2004
2459	1392	2003
2460	1392	2002
2461	1393	2002
2462	1393	2001
2463	1394	2000
2464	1394	2000
2465	1395	1999
2466	1395	1999
2467	1396	1998
2468	1396	1997
2469	1397	1997
2470	1398	1996
2471	1398	1995
2472	1399	1995
2473	1399	1994
2474	1400	1994
2475	1400	1993
2476	1401	1992
2477	1401	1992
2478	1402	1991
2479	1402	1990
2480	1403	1990
2481	1403	1989
2482	1404	1989
2483	1404	1988
2484	1405	1987
2485	1405	1987
2486	1406	1986
2487	1406	1985
2488	1407	1985
2489	1407	1984
2490	1408	1984
2491	1408	1983
2492	1409	1982
2493	1409	1982
2494	1410	1981
2495	1410	1980
2496	1411	1980
2497	1412	1979
2498	1412	1978
2499	1413	1978
2500	1413	1977
2501	1414	1977
2502	1414	1976
2503	1415	1975
2504	1415	1975
2505	1416	1974
2506	1416	1973
2507	1417	1973
2508	1417	1972
2509	1418	1972
2510	1418	1971
2511	1419	1970
2512	1419	1970
2513	1420	1969
2514	1420	1968
2515	1421	1968
2516	1421	1967
2517	1422	1967
2518	1422	1966
2519	1423	1965
2520	1423	1965
2521	1424	1964
2522	1425	1963
2523	1425	1963
2524	1426	1962
2525	1426	1962
2526	1427	1961
2527	1427	1960
2528	1428	1960
2529	1428	1959
2530	1429	1958
2531	1429	1958
2532	1430	1957
2533	1430	1957
2534	1431	1956
2535	1431	1955
2536	1432	1955
2537	1432	1954
2538	1433	1953
2539	1433	1953
2540	1434	1952
2541	1434	1951
2542	1435	1951
2543	1435	1950
2544	1436	1950
2545	1436	1949
2546	1437	1948
2547	1437	1948
2548	1438	1947
2549	1438	1946
2550	1439	1946
2551	1440	1945
2552	1440	1944
2553	1441	1944
2554	1441	1943
2555	1442	1943
2556	1442	1942
2557	1443	1941
2558	1443	1941
2559	1444	1940
2560	1444	1940
2561	1445	1939
2562	1445	1938
2563	1446	1938
2564	1446	1937
2565	1447	1937
2566	1447	1936
2567	1448	1935
2568	1448	1935
2569	1449	1934
2570	1449	1933
2571	1450	1933
2572	1451	1932
2573	1451	1932
2574	1452	1931
2575	1452	1930
2576	1453	1930
2577	1453	1929
2578	1454	1928
2579	1454	1928
2580	1455	1927
2581	1455	1927
2582	1456	1926
2583	1456	1925
2584	1457	1925
2585	1457	1924
2586	1458	1924
2587	1458	1923
2588	1459	1922
2589	1460	1922
2590	1460	1921
2591	1461	1921
2592	1461	1920
2593	1462	1920
2594	1463	1919
2595	1463	1919
2596	1464	1918
2597	1464	1918
2598	1465	1917
2599	1465	1917
2600	1466	1916
2601	1467	1915
2602	1467	1915
2603	1468	1914
2604	1468	1914
2605	1469	1913
2606	1469	1912
2607	1470	1912
2608	1470	1911
2609	1471	1911
2610	1472	1910
2611	1472	1909
2612	1473	1909
2613	1473	1908
2614	1474	1908
2615	1474	1907
2616	1475	1906
2617	1475	1906
2618	1476	1905
2619	1476	1905
2620	1477	1904
2621	1478	1904
2622	1479	1904
2623	1479	1903
2624	1480	1903
2625	1480	1902
2626	1481	1901
2627	1481	1901
2628	1482	1900
2629	1482	1899
2630	1483	1899
2631	1483	1898
2632	1484	1898
2633	1484	1897
2634	1485	1896
2635	1485	1896
2636	1486	1895
2637	1486	1894
2638	1487	1894
2639	1487	1893
2640	1488	1893
2641	1488	1892
2642	1489	1891
2643	1490	1891
2644	1490	1890
2645	1491	1890
2646	1491	1889
2647	1492	1888
2648	1492	1888
2649	1493	1887
2650	1493	1887
2651	1494	1886
2652	1494	1885
2653	1495	1885
2654	1495	1884
2655	1496	1884
2656	1497	1883
2657	1497	1882
2658	1498	1882
2659	1498	1881
2660	1499	1881
2661	1499	1880
2662	1500	1879
2663	1500	1879
2664	1501	1878
2665	1501	1877
2666	1502	1877
2667	1502	1876
2668	1503	1876
2669	1503	1875
2670	1504	1874
2671	1504	1874
2672	1505	1873
2673	1505	1873
2674	1506	1872
2675	1506	1871
2676	1507	1871
2677	1508	1870
2678	1508	1870
2679	1509	1869
2680	1509	1868
2681	1510	1868
2682	1510	1867
2683	1511	1867
2684	1511	1866
2685	1512	1865
2686	1512	1865
2687	1513	1864
2688	1513	1863
2689	1514	1863
2690	1514	1862
2691	1515	1862
2692	1515	1861
2693	1516	1860
2694	1516	1860
2695	1517	1859
2696	1517	1859
2697	1518	1858
2698	1518	1857
2699	1519	1857
2700	1519	1856
2701	1520	1855
2702	1521	1855
2703	1521	1854
2704	1522	1854
2705	1522	1853
2706	1523	1852
2707	1523	1852
2708	1524	1851
2709	1524	1851
2710	1525	1850
2711	1525	1849
2712	1526	1849
2713	1526	1848
2714	1527	1848
2715	1527	1847
2716	1528	1846
2717	1529	1846
2718	1529	1845
2719	1530	1845
2720	1530	1844
2721	1531	1843
2722	1531	1843
2723	1532	1842
2724	1532	1842
2725	1533	1841
2726	1533	1840
2727	1534	1840
2728	1534	1839
2729	1535	1839
2730	1535	1838
2731	1536	1837
2732	1536	1837
2733	1537	1836
2734	1537	1836
2735	1538	1835
2736	1539	1834
2737	1539	1834
2738	1540	1833
2739	1540	1832
2740	1541	1832
2741	1541	1831
2742	1542	1831
2743	1542	1830
2744	1543	1829
2745	1543	1829
2746	1544	1828
2747	1544	1828
2748	1545	1827
2749	1545	1826
2750	1546	1826
2751	1546	1825
2752	1547	1825
2753	1547	1824
2754	1548	1823
2755	1548	1823
2756	1549	1822
2757	1550	1822
2758	1550	1821
2759	1551	1820
2760	1551	1820
2761	1552	1819
2762	1552	1818
2763	1553	1818
2764	1553	1817
2765	1554	1817
2766	1554	1816
2767	1555	1815
2768	1555	1815
2769	1556	1814
2770	1556	1813
2771	1557	1813
2772	1557	1812
2773	1558	1812
2774	1558	1811
2775	1559	1811
2776	1559	1810
2777	1560	1809
2778	1560	1809
2779	1561	1808
2780	1561	1808
2781	1562	1807
2782	1563	1806
2783	1563	1806
2784	1564	1805
2785	1564	1805
2786	1565	1804
2787	1565	1803
2788	1566	1803
2789	1566	1802
2790	1567	1802
2791	1567	1801
2792	1568	1800
2793	1568	1800
2794	1569	1799
2795	1569	1799
2796	1570	1798
2797	1570	1797
2798	1571	1797
2799	1572	1796
2800	1572	1795
2801	1573	1795
2802	1573	1794
2803	1574	1794
2804	1574	1793
2805	1575	1792
2806	1575	1792
2807	1576	1791
2808	1576	1791
2809	1577	1790
2810	1577	1789
2811	1578	1789
2812	1578	1788
2813	1579	1788
2814	1579	1787
2815	1580	1786
2816	1580	1786
2817	1581	1785
2818	1581	1784
2819	1582	1784
2820	1582	1783
2821	1583	1783
2822	1583	1782
2823	1584	1781
2824	1584	1781
2825	1585	1780
2826	1585	1780
2827	1586	1779
2828	1586	1778
2829	1587	1778
2830	1588	1777
2831	1588	1777
2832	1589	1776
2833	1589	1775
2834	1590	1775
2835	1590	1774
2836	1591	1774
2837	1591	1773
2838	1592	1772
2839	1592	1772
2840	1593	1771
2841	1593	1771
2842	1594	1770
2843	1594	1769
2844	1595	1769
2845	1595	1768
2846	1596	1768
2847	1597	1767
2848	1597	1766
2849	1598	1766
2850	1598	1765
2851	1599	1765
2852	1599	1764
2853	1600	1763
2854	1600	1763
2855	1601	1762
2856	1601	1762
2857	1602	1761
2858	1602	1760
2859	1603	1760
2860	1603	1759
2861	1604	1759
2862	1604	1758
2863	1605	1757
2864	1605	1757
2865	1606	1756
2866	1607	1756
2867	1607	1755
2868	1608	1754
2869	1608	1754
2870	1609	1753
2871	1609	1753
2872	1610	1752
2873	1610	1751
2874	1611	1751
2875	1611	1750
2876	1612	1750
2877	1612	1749
2878	1613	1749
2879	1613	1748
2880	1614	1747
2881	1614	1747
2882	1615	1746
2883	1615	1745
2884	1616	1745
2885	1617	1744
2886	1617	1744
2887	1618	1743
2888	1618	1743
2889	1619	1742
2890	1619	1741
2891	1620	1741
2892	1620	1740
2893	1621	1740
2894	1622	1739
2895	1622	1739
2896	1623	1738
2897	1623	1737
2898	1624	1737
2899	1624	1736
2900	1625	1736
2901	1625	1735
2902	1626	1734
2903	1626	1734
2904	1627	1733
2905	1627	1733
2906	1628	1732
2907	1628	1732
2908	1629	1731
2909	1629	1730
2910	1630	1730
2911	1631	1729
2912	1631	1728
2913	1632	1728
2914	1632	1727
2915	1633	1727
2916	1633	1726
2917	1634	1725
2918	1634	1725
2919	1635	1724
2920	1635	1724
2921	1636	1723
2922	1636	1722
2923	1637	1722
2924	1637	1721
2925	1638	1721
2926	1638	1720
2927	1639	1720
2928	1639	1719
2929	1640	1718
2930	1640	1718
2931	1641	1717
2932	1641	1717
2933	1642	1716
2934	1643	1715
2935	1643	1715
2936	1644	1714
2937	1644	1714
2938	1645	1713
2939	1645	1712
2940	1646	1712
2941	1646	1711
2942	1647	1711
2943	1647	1710
2944	1648	1709
2945	1648	1709
2946	1649	1708
2947	1649	1708
2948	1650	1707
2949	1650	1706
2950	1651	1706
2951	1651	1705
2952	1652	1705
2953	1653	1704
2954	1653	1703
2955	1654	1703
2956	1654	1702
2957	1655	1702
2958	1655	1701
2959	1656	1700
2960	1656	1700
2961	1657	1699
2962	1657	1699
2963	1658	1698
2964	1658	1697
2965	1659	1697
2966	1659	1696
2967	1660	1696
2968	1661	1695
2969	1661	1695
2970	1662	1694
2971	1662	1693
2972	1663	1693
2973	1663	1692
2974	1664	1692
2975	1664	1691
2976	1665	1690
2977	1665	1690
2978	1666	1689
2979	1666	1689
2980	1667	1688
2981	1667	1687
2982	1668	1687
2983	1668	1686
2984	1669	1686
2985	1669	1685
2986	1670	1684
2987	1671	1684
2988	1671	1683
2989	1672	1683
2990	1672	1682
2991	1673	1682
2992	1673	1681
2993	1674	1680
2994	1674	1680
2995	1675	1679
2996	1675	1679
2997	1676	1678
2998	1676	1677
2999	1677	1677
3000	1677	1676
3001	1678	1676
3002	1678	1675
3003	1679	1674
3004	1679	1674
3005	1680	1673
3006	1680	1673
3007	1681	1672
3008	1681	1671
3009	1682	1671
3010	1682	1670
3011	1683	1670
3012	1684	1669
3013	1684	1668
3014	1685	1668
3015	1685	1667
3016	1686	1667
3017	1686	1666
3018	1687	1665
3019	1687	1665
3020	1688	1664
3021	1688	1664
3022	1689	1663
3023	1689	1662
3024	1690	1662
3025	1690	1661
3026	1691	1661
3027	1691	1660
3028	1692	1659
3029	1692	1659
3030	1693	1658
3031	1693	1658
3032	1694	1657
3033	1694	1656
3034	1695	1656
3035	1696	1655
3036	1696	1655
3037	1697	1654
3038	1697	1654
3039	1698	1653
3040	1698	1653
3041	1699	1652
3042	1700	1651
3043	1700	1651
3044	1701	1650
3045	1701	1650
3046	1702	1649
3047	1702	1649
3048	1703	1648
3049	1704	1648
3050	1704	1647
3051	1705	1647
3052	1705	1646
3053	1706	1646
3054	1707	1645
3055	1707	1645
3056	1708	1644
3057	1708	1643
3058	1709	1643
3059	1709	1642
3060	1710	1642
3061	1711	1641
3062	1711	1641
3063	1712	1640
3064	1712	1640
3065	1713	1639
3066	1713	1639
3067	1714	1638
3068	1715	1637
3069	1715	1637
3070	1716	1636
3071	1716	1636
3072	1717	1635
3073	1717	1635
3074	1718	1634
3075	1718	1633
3076	1719	1633
3077	1719	1632
3078	1720	1632
3079	1720	1631
3080	1721	1630
3081	1721	1630
3082	1722	1629
3083	1722	1629
3084	1723	1628
3085	1724	1627
3086	1724	1627
3087	1725	1626
3088	1725	1626
3089	1726	1625
3090	1726	1625
3091	1727	1624
3092	1727	1623
3093	1728	1623
3094	1728	1622
3095	1729	1622
3096	1730	1621
3097	1730	1621
3098	1731	1620
3099	1731	1619
3100	1732	1619
3101	1732	1618
3102	1733	1618
3103	1733	1617
3104	1734	1616
3105	1734	1616
3106	1735	1615
3107	1735	1615
3108	1736	1614
3109	1736	1613
3110	1737	1613
3111	1737	1612
3112	1738	1612
3113	1738	1611
3114	1739	1611
3115	1740	1610
3116	1740	1609
3117	1741	1609
3118	1741	1608
3119	1742	1608
3120	1742	1607
3121	1743	1607
3122	1743	1606
3123	1744	1605
3124	1744	1605
3125	1745	1604
3126	1745	1604
3127	1746	1603
3128	1747	1602
3129	1747	1602
3130	1748	1601
3131	1748	1601
3132	1749	1600
3133	1749	1600
3134	1750	1599
3135	1750	1598
3136	1751	1598
3137	1751	1597
3138	1752	1597
3139	1752	1596
3140	1753	1596
3141	1753	1595
3142	1754	1594
3143	1755	1594
3144	1755	1593
3145	1756	1593
3146	1756	1592
3147	1757	1591
3148	1757	1591
3149	1758	1590
3150	1758	1590
3151	1759	1589
3152	1759	1588
3153	1760	1588
3154	1760	1587
3155	1761	1587
3156	1761	1586
3157	1762	1586
3158	1762	1585
3159	1763	1584
3160	1763	1584
3161	1764	1583
3162	1765	1583
3163	1765	1582
3164	1766	1581
3165	1766	1581
3166	1767	1580
3167	1767	1580
3168	1768	1579
3169	1768	1579
3170	1769	1578
3171	1769	1577
3172	1770	1577
3173	1770	1576
3174	1771	1576
3175	1772	1575
3176	1772	1575
3177	1773	1574
3178	1773	1573
3179	1774	1573
3180	1774	1572
3181	1775	1572
3182	1775	1571
3183	1776	1571
3184	1776	1570
3185	1777	1569
3186	1777	1569
3187	1778	1568
3188	1778	1568
3189	1779	1567
3190	1780	1566
3191	1780	1566
3192	1781	1565
3193	1781	1565
3194	1782	1564
3195	1782	1564
3196	1783	1563
3197	1783	1562
3198	1784	1562
3199	1784	1561
3200	1785	1561
3201	1785	1560
3202	1786	1559
3203	1786	1559
3204	1787	1558
3205	1788	1558
3206	1788	1557
3207	1789	1557
3208	1789	1556
3209	1790	1555
3210	1790	1555
3211	1791	1554
3212	1791	1554
3213	1792	1553
3214	1792	1552
3215	1793	1552
3216	1793	1551
3217	1794	1551
3218	1794	1550
3219	1795	1550
3220	1795	1549
3221	1796	1548
3222	1797	1548
3223	1797	1547
3224	1798	1547
3225	1798	1546
3226	1799	1546
3227	1799	1545
3228	1800	1544
3229	1800	1544
3230	1801	1543
3231	1801	1543
3232	1802	1542
3233	1802	1541
3234	1803	1541
3235	1803	1540
3236	1804	1540
3237	1805	1539
3238	1805	1539
3239	1806	1538
3240	1806	1537
3241	1807	1537
3242	1807	1536
3243	1808	1536
3244	1808	1535
3245	1809	1535
3246	1809	1534
3247	1810	1534
3248	1811	1533
3249	1811	1532
3250	1812	1532
3251	1812	1531
3252	1813	1531
3253	1813	1530
3254	1814	1529
3255	1814	1529
3256	1815	1528
3257	1815	1528
3258	1816	1527
3259	1816	1527
3260	1817	1526
3261	1817	1525
3262	1818	1525
3263	1818	1524
3264	1819	1524
3265	1820	1523
3266	1820	1522
3267	1821	1522
3268	1821	1521
3269	1822	1521
3270	1822	1520
3271	1823	1520
3272	1823	1519
3273	1824	1519
3274	1824	1518
3275	1825	1517
3276	1825	1517
3277	1826	1516
3278	1826	1516
3279	1827	1515
3280	1828	1514
3281	1828	1514
3282	1829	1513
3283	1829	1513
3284	1830	1512
3285	1830	1512
3286	1831	1511
3287	1831	1510
3288	1832	1510
3289	1832	1509
3290	1833	1509
3291	1833	1508
3292	1834	1508
3293	1834	1507
3294	1835	1506
3295	1836	1506
3296	1836	1505
3297	1837	1505
3298	1837	1504
3299	1838	1503
3300	1838	1503
3301	1839	1502
3302	1839	1502
3303	1840	1501
3304	1840	1501
3305	1841	1500
3306	1841	1499
3307	1842	1499
3308	1842	1498
3309	1843	1498
3310	1843	1497
3311	1844	1496
3312	1845	1496
3313	1845	1495
3314	1846	1495
3315	1846	1494
3316	1847	1494
3317	1847	1493
3318	1848	1492
3319	1848	1492
3320	1849	1491
3321	1849	1491
3322	1850	1490
3323	1850	1489
3324	1851	1489
3325	1851	1488
3326	1852	1488
3327	1852	1487
3328	1853	1487
3329	1854	1486
3330	1854	1485
3331	1855	1485
3332	1855	1484
3333	1856	1484
3334	1856	1483
3335	1857	1483
3336	1857	1482
3337	1858	1481
3338	1858	1481
3339	1859	1480
3340	1859	1480
3341	1860	1479
3342	1860	1478
3343	1861	1478
3344	1861	1477
3345	1862	1477
3346	1862	1476
3347	1863	1476
3348	1864	1475
3349	1864	1474
3350	1865	1474
3351	1865	1473
3352	1866	1473
3353	1866	1472
3354	1867	1472
3355	1867	1471
3356	1868	1470
3357	1868	1470
3358	1869	1469
3359	1869	1469
3360	1870	1468
3361	1870	1467
3362	1871	1467
3363	1871	1466
3364	1872	1466
3365	1872	1465
3366	1873	1464
3367	1873	1464
3368	1874	1463
3369	1874	1463
3370	1875	1462
3371	1875	1462
3372	1876	1461
3373	1876	1460
3374	1877	1460
3375	1877	1459
3376	1878	1459
3377	1879	1458
3378	1879	1457
3379	1880	1457
3380	1880	1456
3381	1881	1456
3382	1881	1455
3383	1882	1454
3384	1882	1454
3385	1883	1453
3386	1883	1453
3387	1884	1452
3388	1884	1452
3389	1885	1451
3390	1885	1451
3391	1886	1450
3392	1886	1449
3393	1887	1449
3394	1887	1448
3395	1888	1448
3396	1889	1447
3397	1889	1446
3398	1890	1446
3399	1890	1445
3400	1891	1445
3401	1891	1444
3402	1892	1444
3403	1892	1443
3404	1893	1442
3405	1893	1442
3406	1894	1441
3407	1894	1441
3408	1895	1440
3409	1895	1439
3410	1896	1439
