iter	Passed	Remaining
319	176	3137
320	177	3136
321	177	3136
322	178	3136
323	178	3135
324	179	3135
325	180	3135
326	180	3134
327	181	3133
328	181	3134
329	182	3135
330	183	3136
331	183	3136
332	184	3135
333	184	3134
334	185	3133
335	185	3132
336	186	3131
337	186	3131
338	187	3131
339	188	3131
340	188	3131
341	189	3131
342	189	3132
343	190	3134
344	191	3135
345	191	3135
346	192	3134
347	192	3133
348	193	3133
349	194	3133
350	194	3134
351	195	3135
352	195	3134
353	196	3133
354	197	3134
355	197	3133
356	198	3132
357	198	3132
358	199	3131
359	199	3130
360	200	3130
361	201	3130
362	201	3131
363	202	3131
364	202	3131
365	203	3130
366	203	3130
367	204	3129
368	205	3130
369	205	3129
370	206	3129
371	206	3129
372	207	3130
373	208	3131
374	208	3131
375	209	3131
376	209	3130
377	210	3129
378	210	3128
379	211	3127
380	212	3127
381	212	3126
382	213	3125
383	213	3125
384	214	3126
385	214	3126
386	215	3127
387	216	3126
388	216	3126
389	217	3125
390	217	3125
391	218	3125
392	219	3125
393	219	3124
394	220	3124
395	220	3124
396	221	3123
397	221	3122
398	222	3122
399	222	3121
400	223	3121
401	224	3121
402	224	3121
403	225	3121
404	225	3120
405	226	3119
406	226	3119
407	227	3118
408	228	3117
409	228	3117
410	229	3117
411	229	3117
412	230	3118
413	231	3117
414	231	3117
415	232	3116
416	232	3115
417	233	3114
418	233	3114
419	234	3115
420	235	3115
421	235	3115
422	236	3115
423	236	3115
424	237	3114
425	237	3114
426	238	3113
427	239	3112
428	239	3112
429	240	3112
430	240	3111
431	241	3112
432	242	3112
433	242	3114
434	243	3116
435	244	3116
436	244	3117
437	245	3117
438	246	3118
439	246	3118
440	247	3119
441	248	3120
442	249	3123
443	249	3125
444	250	3126
445	251	3127
446	251	3129
447	252	3130
448	253	3133
449	254	3134
450	254	3135
451	255	3136
452	256	3137
453	256	3139
454	257	3140
455	258	3141
456	258	3141
457	259	3141
458	260	3142
459	260	3142
460	261	3142
461	262	3144
462	263	3146
463	263	3146
464	264	3146
465	265	3147
466	265	3147
467	266	3146
468	266	3147
469	267	3147
470	268	3147
471	268	3148
472	269	3147
473	269	3147
474	270	3147
475	271	3146
476	271	3146
477	272	3146
478	272	3146
479	273	3145
480	274	3145
481	274	3145
482	275	3146
483	276	3147
484	276	3148
485	277	3148
486	278	3149
487	278	3150
488	279	3151
489	280	3152
490	281	3152
491	281	3153
492	282	3154
493	283	3155
494	283	3155
495	284	3155
496	284	3155
497	285	3155
498	286	3155
499	286	3156
500	287	3156
501	288	3156
502	288	3158
503	289	3158
504	290	3159
505	291	3160
506	291	3161
507	292	3161
508	293	3162
509	293	3163
510	294	3163
511	295	3163
512	295	3164
513	296	3165
514	297	3166
515	298	3167
516	298	3168
517	299	3169
518	300	3169
519	300	3170
520	301	3170
521	302	3170
522	302	3170
523	303	3170
524	304	3171
525	304	3171
526	305	3173
527	306	3173
528	306	3174
529	307	3174
530	308	3173
531	310	3191
532	314	3224
533	316	3238
534	317	3247
535	319	3255
536	320	3261
537	322	3269
538	323	3282
539	325	3286
540	325	3286
541	326	3288
542	327	3288
543	327	3288
544	328	3288
545	329	3288
546	329	3288
547	330	3291
548	331	3291
549	332	3292
550	332	3292
551	334	3296
552	335	3302
553	336	3311
554	337	3312
555	338	3312
556	339	3312
557	339	3313
558	340	3314
559	341	3314
560	341	3314
561	342	3314
562	343	3314
563	343	3313
564	344	3313
565	345	3313
566	345	3312
567	346	3312
568	347	3312
569	347	3311
570	348	3310
571	348	3310
572	349	3309
573	350	3309
574	350	3309
575	351	3308
576	351	3307
577	352	3306
578	353	3306
579	353	3305
580	354	3304
581	354	3304
582	355	3304
583	356	3303
584	356	3303
585	357	3302
586	358	3302
587	358	3301
588	359	3300
589	359	3299
590	360	3298
591	360	3297
592	361	3296
593	362	3296
594	362	3296
595	363	3296
596	364	3296
597	364	3295
598	365	3295
599	366	3295
600	366	3294
601	367	3294
602	367	3293
603	368	3293
604	369	3292
605	369	3293
606	370	3292
607	371	3292
608	371	3291
609	372	3291
610	373	3290
611	373	3289
612	374	3289
613	374	3288
614	375	3287
615	376	3288
616	376	3287
617	377	3287
618	378	3286
619	378	3286
620	379	3285
621	379	3284
622	380	3283
623	381	3282
624	381	3281
625	382	3281
626	382	3281
627	383	3281
628	384	3280
629	384	3280
630	385	3279
631	385	3278
632	386	3277
633	387	3276
634	387	3275
635	388	3274
636	389	3275
637	389	3274
638	390	3274
639	390	3273
640	391	3272
641	392	3271
642	392	3270
643	393	3269
644	393	3269
645	394	3268
646	395	3268
647	395	3267
648	396	3266
649	396	3266
650	397	3265
651	398	3264
652	398	3263
653	399	3262
654	399	3262
655	400	3261
656	400	3260
657	401	3259
658	402	3259
659	402	3258
660	403	3258
661	403	3257
662	404	3256
663	405	3256
664	405	3255
665	406	3254
666	406	3252
667	407	3251
668	407	3250
669	408	3249
670	409	3248
671	409	3247
672	410	3245
673	410	3244
674	411	3243
675	411	3242
676	412	3241
677	412	3240
678	413	3239
679	413	3238
680	414	3237
681	414	3235
682	415	3234
683	416	3234
684	416	3232
685	417	3231
686	417	3230
687	418	3229
688	418	3227
689	419	3226
690	419	3225
691	420	3224
692	420	3223
693	421	3222
694	422	3221
695	422	3220
696	423	3219
697	423	3218
698	424	3216
699	424	3215
700	425	3214
701	425	3213
702	426	3211
703	426	3210
704	427	3209
705	427	3208
706	428	3206
707	428	3205
708	429	3204
709	429	3203
710	430	3202
711	431	3201
712	431	3200
713	432	3199
714	432	3197
715	433	3196
716	433	3195
717	434	3194
718	434	3193
719	435	3192
720	435	3190
721	436	3189
722	436	3188
723	437	3187
724	437	3186
725	438	3184
726	438	3183
727	439	3182
728	439	3181
729	440	3180
730	441	3178
731	441	3177
732	442	3176
733	442	3175
734	443	3174
735	443	3173
736	444	3172
737	444	3170
738	445	3169
739	445	3168
740	446	3167
741	446	3166
742	447	3165
743	447	3164
744	448	3163
745	449	3162
746	449	3161
747	450	3160
748	450	3159
749	451	3158
750	451	3157
751	452	3156
752	452	3154
753	453	3153
754	453	3152
755	454	3151
756	454	3149
757	455	3148
758	455	3147
759	456	3146
760	456	3145
761	457	3143
762	457	3142
763	458	3141
764	458	3140
765	459	3139
766	459	3138
767	460	3136
768	460	3135
769	461	3134
770	462	3133
771	462	3132
772	463	3131
773	463	3130
774	464	3129
775	464	3128
776	465	3127
777	465	3126
778	466	3125
779	466	3124
780	467	3123
781	467	3122
782	468	3121
783	469	3120
784	469	3119
785	470	3118
786	470	3117
787	471	3116
788	471	3115
789	472	3114
790	472	3113
791	473	3111
792	473	3110
793	474	3109
794	474	3108
795	475	3107
796	475	3106
797	476	3105
798	476	3104
799	477	3103
800	477	3102
801	478	3101
802	479	3100
803	479	3099
804	480	3097
805	480	3096
806	481	3095
807	481	3094
808	482	3093
809	482	3092
810	483	3091
811	483	3090
812	484	3089
813	484	3088
814	485	3087
815	485	3086
816	486	3084
817	486	3083
818	487	3082
819	487	3081
820	488	3080
821	488	3079
822	489	3078
823	489	3077
824	490	3076
825	490	3074
826	491	3073
827	491	3072
828	492	3071
829	492	3070
830	493	3069
831	493	3068
832	494	3067
833	495	3066
834	495	3065
835	496	3064
836	496	3062
837	497	3061
838	497	3060
839	498	3059
840	498	3058
841	499	3057
842	499	3056
843	500	3055
844	500	3053
845	501	3052
846	501	3051
847	502	3050
848	502	3049
849	503	3048
850	503	3047
851	504	3046
852	504	3045
853	505	3044
854	505	3043
855	506	3042
856	506	3041
857	507	3040
858	507	3039
859	508	3038
860	508	3037
861	509	3036
862	509	3035
863	510	3034
864	510	3033
865	511	3032
866	511	3030
867	512	3030
868	512	3028
869	513	3027
870	514	3026
871	514	3025
872	515	3024
873	515	3023
874	516	3022
875	516	3021
876	517	3020
877	517	3019
878	518	3018
879	518	3017
880	519	3016
881	519	3015
882	520	3014
883	520	3013
884	521	3012
885	521	3011
886	522	3010
887	522	3009
888	523	3008
889	523	3007
890	524	3006
891	524	3005
892	525	3004
893	525	3003
894	526	3002
895	526	3001
896	527	3000
897	527	2999
898	528	2998
899	528	2997
900	529	2996
901	530	2995
902	530	2994
903	531	2993
904	531	2992
905	532	2991
906	532	2990
907	533	2989
908	533	2988
909	534	2987
910	534	2986
911	535	2985
912	535	2984
913	536	2983
914	536	2982
915	537	2981
916	537	2981
917	538	2979
918	538	2978
919	539	2977
920	539	2976
921	540	2975
922	540	2974
923	541	2974
924	541	2973
925	542	2972
926	542	2971
927	543	2970
928	543	2969
929	544	2968
930	544	2967
931	545	2966
932	546	2965
933	546	2964
934	547	2963
935	547	2963
936	548	2962
937	548	2961
938	549	2960
939	549	2959
940	550	2958
941	550	2957
942	551	2956
943	551	2955
944	552	2954
945	552	2953
946	553	2953
947	553	2952
948	554	2951
949	555	2950
950	555	2949
951	556	2948
952	556	2947
953	557	2946
954	557	2945
955	558	2944
956	558	2943
957	559	2942
958	559	2941
959	560	2940
960	560	2939
961	561	2939
962	561	2938
963	562	2937
964	562	2936
965	563	2935
966	563	2934
967	564	2934
968	564	2933
969	565	2932
970	565	2931
971	566	2930
972	566	2929
973	567	2928
974	568	2927
975	568	2926
976	569	2925
977	569	2924
978	570	2924
979	570	2923
980	571	2922
981	571	2921
982	572	2920
983	572	2919
984	573	2919
985	573	2918
986	574	2917
987	574	2916
988	575	2915
989	575	2914
990	576	2913
991	576	2912
992	577	2911
993	577	2910
994	578	2909
995	579	2909
996	579	2908
997	580	2907
998	580	2906
999	581	2905
1000	581	2904
1001	582	2903
1002	582	2902
1003	583	2902
1004	583	2901
1005	584	2900
1006	584	2899
1007	585	2898
1008	585	2897
1009	586	2896
1010	586	2896
1011	587	2895
1012	587	2894
1013	588	2893
1014	588	2892
1015	589	2891
1016	589	2890
1017	590	2889
1018	591	2889
1019	591	2888
1020	592	2887
1021	592	2886
1022	593	2886
1023	593	2885
1024	594	2884
1025	594	2883
1026	595	2882
1027	595	2882
1028	596	2881
1029	596	2880
1030	597	2879
1031	598	2878
1032	598	2877
1033	599	2877
1034	599	2876
1035	600	2875
1036	600	2874
1037	601	2873
1038	601	2872
1039	602	2872
1040	602	2871
1041	603	2870
1042	603	2869
1043	604	2868
1044	604	2868
1045	605	2867
1046	605	2866
1047	606	2865
1048	607	2865
1049	607	2864
1050	608	2864
1051	608	2863
1052	609	2862
1053	609	2861
1054	610	2860
1055	610	2860
1056	611	2859
1057	611	2858
1058	612	2857
1059	613	2856
1060	613	2856
1061	614	2855
1062	614	2854
1063	615	2853
1064	615	2852
1065	616	2851
1066	616	2851
1067	617	2853
1068	618	2852
1069	618	2851
1070	619	2850
1071	619	2850
1072	620	2849
1073	621	2848
1074	621	2848
1075	622	2848
1076	622	2847
1077	623	2846
1078	623	2845
1079	624	2845
1080	625	2844
1081	625	2843
1082	626	2842
1083	626	2842
1084	627	2841
1085	627	2841
1086	628	2840
1087	629	2839
1088	629	2839
1089	630	2838
1090	630	2837
1091	631	2837
1092	631	2836
1093	632	2835
1094	632	2835
1095	633	2834
1096	634	2834
1097	634	2833
1098	635	2832
1099	635	2832
1100	636	2831
1101	636	2831
1102	637	2830
1103	638	2830
1104	638	2829
1105	639	2828
1106	639	2828
1107	640	2827
1108	640	2826
1109	641	2826
1110	642	2825
1111	642	2824
1112	643	2824
1113	643	2823
1114	644	2822
1115	644	2822
1116	645	2821
1117	646	2820
1118	646	2820
1119	647	2819
1120	647	2819
1121	648	2818
1122	648	2817
1123	649	2816
1124	649	2815
1125	650	2815
1126	650	2814
1127	651	2813
1128	652	2813
1129	652	2812
1130	653	2812
1131	653	2811
1132	654	2810
1133	654	2810
1134	655	2809
1135	656	2809
1136	656	2808
1137	657	2807
1138	657	2806
1139	658	2806
1140	658	2805
1141	659	2805
1142	659	2804
1143	660	2803
1144	661	2803
1145	661	2802
1146	662	2801
1147	662	2800
1148	663	2800
1149	663	2799
1150	664	2798
1151	664	2798
1152	665	2797
1153	666	2796
1154	666	2796
1155	667	2795
1156	667	2795
1157	668	2794
1158	668	2794
1159	669	2793
1160	670	2792
1161	670	2792
1162	671	2791
1163	671	2790
1164	672	2789
1165	672	2789
1166	673	2788
1167	674	2788
1168	674	2787
1169	675	2787
1170	675	2786
1171	676	2786
1172	677	2785
1173	677	2785
1174	678	2784
1175	678	2784
1176	679	2783
1177	679	2782
1178	680	2781
1179	680	2781
1180	681	2780
1181	681	2779
1182	682	2778
1183	683	2778
1184	683	2777
1185	684	2776
1186	684	2776
1187	685	2775
1188	685	2774
1189	686	2774
1190	687	2774
1191	687	2773
1192	688	2772
1193	688	2772
1194	689	2771
1195	689	2770
1196	690	2770
1197	691	2769
1198	691	2769
1199	692	2768
1200	692	2768
1201	693	2767
1202	693	2766
1203	694	2765
1204	694	2765
1205	695	2764
1206	695	2763
1207	696	2762
1208	696	2761
1209	697	2761
1210	698	2761
1211	698	2760
1212	699	2760
1213	700	2759
1214	700	2759
1215	701	2758
1216	701	2757
1217	702	2757
1218	702	2756
1219	703	2755
1220	703	2754
1221	704	2754
1222	704	2753
1223	705	2752
1224	706	2752
1225	706	2751
1226	707	2751
1227	707	2750
1228	708	2749
1229	708	2749
1230	709	2749
1231	710	2748
1232	710	2748
1233	711	2747
1234	711	2747
1235	712	2746
1236	713	2745
1237	713	2744
1238	714	2744
1239	714	2743
1240	715	2742
1241	715	2742
1242	716	2741
1243	716	2740
1244	717	2739
1245	717	2739
1246	718	2738
1247	719	2738
1248	719	2737
1249	720	2737
1250	720	2736
1251	721	2735
1252	721	2735
1253	722	2734
1254	723	2734
1255	723	2733
1256	724	2732
1257	724	2732
1258	725	2731
1259	725	2730
1260	726	2730
1261	727	2729
1262	727	2728
1263	728	2728
1264	728	2727
1265	729	2726
1266	729	2726
1267	730	2725
1268	730	2724
1269	731	2724
1270	731	2723
1271	732	2722
1272	733	2722
1273	733	2721
1274	734	2721
1275	734	2720
1276	735	2719
1277	735	2719
1278	736	2718
1279	737	2717
1280	737	2717
1281	738	2716
1282	738	2715
1283	739	2715
1284	739	2714
1285	740	2714
1286	741	2713
1287	741	2713
1288	742	2712
1289	742	2712
1290	743	2711
1291	743	2710
1292	744	2710
1293	745	2709
1294	745	2709
1295	746	2708
1296	746	2708
1297	747	2707
1298	748	2707
1299	748	2706
1300	749	2706
1301	749	2705
1302	750	2704
1303	750	2704
1304	751	2703
1305	751	2702
1306	752	2702
1307	753	2701
1308	753	2700
1309	754	2700
1310	754	2699
1311	755	2698
1312	755	2698
1313	756	2697
1314	756	2696
1315	757	2695
1316	758	2695
1317	758	2694
1318	759	2694
1319	759	2693
1320	760	2692
1321	760	2692
1322	761	2691
1323	761	2690
1324	762	2690
1325	763	2689
1326	763	2688
1327	764	2688
1328	764	2687
1329	765	2686
1330	765	2686
1331	766	2686
1332	766	2685
1333	767	2684
1334	768	2683
1335	768	2683
1336	769	2682
1337	769	2682
1338	770	2681
1339	770	2680
1340	771	2680
1341	772	2679
1342	772	2679
1343	773	2678
1344	773	2678
1345	774	2677
1346	774	2676
1347	775	2676
1348	776	2675
1349	776	2674
1350	777	2674
1351	777	2673
1352	778	2673
1353	778	2672
1354	779	2672
1355	780	2671
1356	780	2670
1357	781	2670
1358	781	2669
1359	782	2668
1360	782	2667
1361	783	2667
1362	783	2666
1363	784	2665
1364	784	2665
1365	785	2664
1366	786	2664
1367	786	2664
1368	787	2663
1369	787	2662
1370	788	2662
1371	789	2661
1372	789	2661
1373	790	2660
1374	790	2660
1375	791	2659
1376	791	2658
1377	792	2657
1378	793	2657
1379	793	2657
1380	794	2656
1381	794	2656
1382	795	2655
1383	796	2655
1384	796	2654
1385	797	2654
1386	797	2653
1387	798	2652
1388	798	2652
1389	799	2651
1390	800	2651
1391	800	2650
1392	801	2649
1393	801	2649
1394	802	2648
1395	802	2647
1396	803	2647
1397	803	2646
1398	804	2645
1399	804	2644
1400	805	2644
1401	806	2644
1402	806	2643
1403	807	2642
1404	807	2642
1405	808	2641
1406	808	2640
1407	809	2640
1408	810	2639
1409	810	2638
1410	811	2637
1411	811	2637
1412	812	2636
1413	812	2636
1414	813	2635
1415	814	2635
1416	814	2634
1417	815	2633
1418	815	2633
1419	816	2632
1420	816	2631
1421	817	2631
1422	817	2630
1423	818	2629
1424	818	2629
1425	819	2628
1426	820	2628
1427	820	2627
1428	821	2627
1429	821	2626
1430	822	2625
1431	822	2625
1432	823	2624
1433	824	2623
1434	824	2622
1435	825	2622
1436	825	2622
1437	826	2621
1438	826	2620
1439	827	2620
1440	828	2619
1441	828	2619
1442	829	2618
1443	829	2618
1444	830	2617
1445	830	2617
1446	831	2616
1447	832	2616
1448	832	2615
1449	833	2614
1450	833	2614
1451	834	2613
1452	834	2612
1453	835	2612
1454	835	2611
1455	836	2610
1456	837	2610
1457	837	2609
1458	838	2609
1459	838	2608
1460	839	2608
1461	840	2607
1462	840	2606
1463	841	2606
1464	841	2605
1465	842	2604
1466	842	2604
1467	843	2603
1468	843	2602
1469	844	2602
1470	845	2601
1471	845	2601
1472	846	2600
1473	846	2600
1474	847	2599
1475	847	2598
1476	848	2598
1477	849	2597
1478	849	2597
1479	850	2596
1480	850	2596
1481	851	2595
1482	852	2595
1483	852	2594
1484	853	2593
1485	853	2593
1486	854	2592
1487	854	2591
1488	855	2591
1489	855	2590
1490	856	2590
1491	857	2589
1492	857	2588
1493	858	2588
1494	858	2587
1495	859	2587
1496	859	2586
1497	860	2586
1498	861	2585
1499	861	2584
1500	862	2584
1501	862	2583
1502	863	2583
1503	863	2582
1504	864	2582
1505	865	2581
1506	865	2580
1507	866	2580
1508	866	2579
1509	867	2578
1510	867	2578
1511	868	2577
1512	868	2577
1513	869	2576
1514	870	2576
1515	870	2575
1516	871	2574
1517	871	2574
1518	872	2573
1519	872	2573
1520	873	2572
1521	874	2571
1522	874	2571
1523	875	2570
1524	875	2569
1525	876	2568
1526	876	2568
1527	877	2567
1528	877	2566
1529	878	2566
1530	878	2565
1531	879	2565
1532	880	2564
1533	880	2563
1534	881	2563
1535	881	2562
1536	882	2562
1537	883	2561
1538	883	2561
1539	884	2560
1540	884	2560
1541	885	2559
1542	885	2559
1543	886	2558
1544	887	2557
1545	887	2557
1546	888	2556
1547	888	2555
1548	889	2555
1549	889	2554
1550	890	2553
1551	890	2553
1552	892	2555
1553	892	2554
1554	893	2553
1555	893	2553
1556	894	2552
1557	895	2551
1558	895	2551
1559	896	2550
1560	896	2549
1561	897	2549
1562	897	2548
1563	898	2548
1564	899	2548
1565	899	2547
1566	900	2546
1567	900	2546
1568	901	2545
1569	901	2544
1570	902	2544
1571	903	2543
1572	903	2543
1573	904	2542
1574	904	2541
1575	905	2541
1576	905	2540
1577	906	2539
1578	906	2539
1579	907	2538
1580	907	2537
1581	908	2537
1582	909	2536
1583	909	2535
1584	910	2535
1585	910	2534
1586	911	2533
1587	911	2533
1588	912	2532
1589	912	2532
1590	913	2531
1591	914	2530
1592	914	2530
1593	915	2529
1594	915	2529
1595	916	2528
1596	916	2527
1597	917	2527
1598	917	2526
1599	918	2526
1600	919	2525
1601	919	2524
1602	920	2523
1603	920	2523
1604	921	2522
1605	921	2521
1606	922	2521
1607	922	2520
1608	923	2519
1609	923	2519
1610	924	2518
1611	924	2517
1612	925	2517
1613	926	2516
1614	926	2516
1615	927	2515
1616	927	2514
1617	928	2514
1618	928	2513
1619	929	2512
1620	929	2511
1621	930	2511
1622	930	2510
1623	931	2510
1624	932	2509
1625	932	2508
1626	933	2508
1627	933	2507
1628	934	2507
1629	934	2506
1630	935	2505
1631	935	2505
1632	936	2504
1633	937	2503
1634	937	2503
1635	938	2502
1636	938	2502
1637	939	2501
1638	939	2500
1639	940	2500
1640	940	2499
1641	941	2498
1642	942	2498
1643	942	2497
1644	943	2496
1645	943	2495
1646	944	2495
1647	944	2494
1648	945	2494
1649	945	2493
1650	946	2493
1651	947	2492
1652	947	2492
1653	948	2491
1654	948	2490
1655	949	2490
1656	949	2489
1657	950	2488
1658	951	2489
1659	952	2489
1660	952	2489
1661	953	2488
1662	954	2488
1663	954	2487
1664	955	2486
1665	955	2486
1666	956	2485
1667	956	2484
1668	957	2484
1669	957	2483
1670	958	2483
1671	959	2482
1672	959	2482
1673	960	2481
1674	960	2480
1675	961	2480
1676	961	2479
1677	962	2478
1678	962	2478
1679	963	2477
1680	964	2476
1681	964	2476
1682	965	2476
1683	965	2475
1684	966	2474
1685	967	2474
1686	967	2473
1687	968	2473
1688	968	2472
1689	969	2471
1690	969	2470
1691	970	2470
1692	971	2471
1693	972	2470
1694	972	2470
1695	973	2469
1696	973	2469
1697	974	2468
1698	974	2467
1699	975	2467
1700	975	2466
1701	976	2465
1702	976	2465
1703	977	2464
1704	978	2463
1705	978	2463
1706	979	2462
1707	979	2462
1708	980	2461
1709	981	2461
1710	981	2460
1711	982	2459
1712	982	2459
1713	983	2458
1714	983	2458
1715	984	2457
1716	984	2457
1717	985	2456
1718	986	2456
1719	986	2455
1720	987	2454
1721	987	2454
1722	988	2453
1723	989	2453
1724	989	2452
1725	990	2451
1726	990	2451
1727	991	2450
1728	991	2450
1729	992	2449
1730	993	2449
1731	993	2448
1732	994	2447
1733	994	2447
1734	995	2446
1735	995	2446
1736	996	2445
1737	996	2444
1738	997	2444
1739	998	2443
1740	998	2443
1741	999	2442
1742	999	2442
1743	1000	2441
1744	1000	2440
1745	1001	2440
1746	1002	2439
1747	1002	2438
1748	1003	2438
1749	1003	2437
1750	1004	2436
1751	1004	2436
1752	1005	2435
1753	1006	2435
1754	1006	2434
1755	1007	2433
1756	1007	2433
1757	1008	2432
1758	1008	2431
1759	1009	2431
1760	1009	2430
1761	1010	2429
1762	1010	2429
1763	1011	2428
1764	1012	2428
1765	1012	2427
1766	1013	2427
1767	1013	2426
1768	1014	2425
1769	1014	2424
1770	1015	2424
1771	1015	2423
1772	1016	2422
1773	1016	2422
1774	1017	2421
1775	1018	2421
1776	1018	2420
1777	1019	2419
1778	1019	2419
1779	1020	2418
1780	1020	2417
1781	1021	2417
1782	1021	2416
1783	1022	2416
1784	1023	2415
1785	1023	2415
1786	1024	2414
1787	1024	2414
1788	1025	2413
1789	1025	2412
1790	1026	2412
1791	1026	2411
1792	1027	2410
1793	1027	2410
1794	1028	2409
1795	1029	2408
1796	1029	2408
1797	1030	2407
1798	1030	2407
1799	1031	2406
1800	1031	2405
1801	1032	2405
1802	1033	2404
1803	1033	2404
1804	1034	2403
1805	1034	2402
1806	1035	2402
1807	1035	2401
1808	1036	2401
1809	1037	2400
1810	1037	2400
1811	1038	2399
1812	1038	2399
1813	1039	2398
1814	1040	2398
1815	1040	2397
1816	1041	2396
1817	1041	2396
1818	1042	2395
1819	1042	2395
1820	1043	2394
1821	1044	2394
1822	1044	2393
1823	1045	2392
1824	1045	2392
1825	1046	2391
1826	1046	2390
1827	1047	2390
1828	1047	2389
1829	1048	2389
1830	1049	2389
1831	1049	2388
1832	1050	2388
1833	1051	2387
1834	1051	2386
1835	1052	2386
1836	1052	2385
1837	1053	2385
1838	1053	2384
1839	1054	2383
1840	1054	2383
1841	1055	2382
1842	1056	2382
1843	1056	2381
1844	1057	2380
1845	1057	2380
1846	1058	2379
1847	1058	2379
1848	1059	2378
1849	1060	2377
1850	1060	2377
1851	1061	2376
1852	1061	2376
1853	1062	2375
1854	1062	2375
1855	1063	2374
1856	1064	2373
