iter	RMSE
254	0.2074966295
255	0.2070798337
256	0.2066834143
257	0.2063345627
258	0.2059409543
259	0.2055260692
260	0.205127511
261	0.2047767304
262	0.204456536
263	0.2040944408
264	0.2037171789
265	0.2033529863
266	0.202927149
267	0.2025386629
268	0.2021805933
269	0.2018675887
270	0.2014687953
271	0.2011075794
272	0.2007443173
273	0.2004082194
274	0.2000625131
275	0.1997020404
276	0.1993578824
277	0.1989994915
278	0.1986988829
279	0.1983835773
280	0.1980166513
281	0.1976999081
282	0.1973887878
283	0.1970543239
284	0.1967330061
285	0.1963845722
286	0.1960600434
287	0.1957107538
288	0.1953659853
289	0.1950620415
290	0.1947315852
291	0.1943854725
292	0.194046633
293	0.1936854623
294	0.1933881933
295	0.1930735543
296	0.1927625668
297	0.1924394711
298	0.1921515466
299	0.1918340385
300	0.1915220154
301	0.1912153959
302	0.1909130111
303	0.1905877657
304	0.1902939501
305	0.1899845309
306	0.1896923109
307	0.1893854777
308	0.189096507
309	0.1887915094
310	0.1884794916
311	0.1881598915
312	0.1878773936
313	0.1875858754
314	0.1872838991
315	0.186998475
316	0.1866950611
317	0.1864119667
318	0.1861113005
319	0.1858494077
320	0.1855251119
321	0.1852320128
322	0.1849743134
323	0.1846875556
324	0.184430919
325	0.1841668636
326	0.1839035491
327	0.1836291458
328	0.1833765501
329	0.1831119857
330	0.1828408865
331	0.182575281
332	0.1822861395
333	0.1820278754
334	0.181765913
335	0.1814909607
336	0.1812157914
337	0.180987408
338	0.180721494
339	0.1804267479
340	0.1801958676
341	0.1799392117
342	0.1796759495
343	0.1794457591
344	0.1791775301
345	0.1788781638
346	0.1786337931
347	0.1783648352
348	0.1781192295
349	0.1778568298
350	0.1776149082
351	0.1773783965
352	0.1771229404
353	0.1768871607
354	0.1766350886
355	0.1763974983
356	0.1761439718
357	0.1758963333
358	0.1756661815
359	0.175413565
360	0.1751888777
361	0.1749796591
362	0.1747542656
363	0.1745327381
364	0.1742937043
365	0.1740528954
366	0.173807643
367	0.1735683433
368	0.1733367267
369	0.1731275807
370	0.1728755412
371	0.1726181899
372	0.1723902311
373	0.1721356005
374	0.1719061589
375	0.1716913766
376	0.1714744253
377	0.1712291518
378	0.1710257697
379	0.1708454665
380	0.1706414429
381	0.1703989846
382	0.1701968991
383	0.1699950854
384	0.1697899351
385	0.1695696586
386	0.1693547853
387	0.169148192
388	0.1689606132
389	0.168747329
390	0.1685435308
391	0.1683392367
392	0.1681166049
393	0.1678891545
394	0.1677126639
395	0.1675119756
396	0.1673161967
397	0.1671282705
398	0.1669193098
399	0.1667060657
400	0.1665092362
401	0.1663210252
402	0.1661213689
403	0.165925086
404	0.1657374019
405	0.1655393984
406	0.1653562351
407	0.1651425363
408	0.1649573378
409	0.1647545358
410	0.1645562341
411	0.1643594772
412	0.1641546731
413	0.163946403
414	0.1637728
415	0.1635701558
416	0.1633897653
417	0.1632016429
418	0.1630363787
419	0.1628442059
420	0.1626833403
421	0.1624992419
422	0.1623084925
423	0.1621434841
424	0.1619443341
425	0.161779045
426	0.1615939133
427	0.1614075187
428	0.1612223139
429	0.1610626296
430	0.1608759187
431	0.1607037008
432	0.1605457224
433	0.1603631713
434	0.1601892192
435	0.1600150494
436	0.1598341916
437	0.159679002
438	0.1595091469
439	0.1593320523
440	0.1591662717
441	0.1590149152
442	0.1588327981
443	0.1586554026
444	0.1584910536
445	0.1583435998
446	0.1581555438
447	0.1579842468
448	0.157830751
449	0.1576802974
450	0.1575133369
451	0.1573675179
452	0.1571960689
453	0.1570502447
454	0.1568804391
455	0.1567307406
456	0.1565804074
457	0.1564247509
458	0.1562491505
459	0.1561030065
460	0.1559505834
461	0.155804707
462	0.1556597972
463	0.1554975915
464	0.1553368851
465	0.1552064031
466	0.1550616888
467	0.1549149792
468	0.1547605396
469	0.1546148787
470	0.1544822612
471	0.1543343528
472	0.1542042167
473	0.1540510477
474	0.1539034414
475	0.1537495462
476	0.1536170869
477	0.1534657836
478	0.1533122409
479	0.1531689373
480	0.1530134081
481	0.1528651341
482	0.1527294607
483	0.152597062
484	0.1524626645
485	0.1523153681
486	0.1521747481
487	0.1520274168
488	0.1518752894
489	0.15173513
490	0.1516027057
491	0.151472913
492	0.1513263462
493	0.1511801813
494	0.1510401317
495	0.1509202842
496	0.1507731779
497	0.1506447999
498	0.150509011
499	0.1503731877
500	0.1502501951
501	0.1501263157
502	0.1500101792
503	0.1498633444
504	0.1497432299
505	0.1495991149
506	0.1494620763
507	0.1493342013
508	0.14920587
509	0.1490925465
510	0.1489588519
511	0.1488115739
512	0.1486919921
513	0.148568188
514	0.1484294835
515	0.148272866
516	0.148152002
517	0.1480106773
518	0.1478871331
519	0.1477622626
520	0.1476422475
521	0.1475224489
522	0.1474006571
523	0.1472718512
524	0.1471509822
525	0.1470411941
526	0.1469307025
527	0.1468184434
528	0.1467027425
529	0.1465860863
530	0.1464530195
531	0.1463392138
532	0.1462176803
533	0.1461014842
534	0.1459954897
535	0.1458912934
536	0.1457765408
537	0.1456803931
538	0.1455734687
539	0.1454637678
540	0.14533075
541	0.1452282317
542	0.1451297274
543	0.1450321565
544	0.1449109196
545	0.1447945915
546	0.1446737481
547	0.1445531589
548	0.1444329793
549	0.1442969886
550	0.1441969873
551	0.144107089
552	0.1440030381
553	0.1438929521
554	0.1437697308
555	0.1436644633
556	0.1435670342
557	0.1434513699
558	0.1433734633
559	0.1432537306
560	0.1431442155
561	0.1430363915
562	0.1429529004
563	0.1428562564
564	0.142768066
565	0.1426496398
566	0.1425556702
567	0.1424529999
568	0.1423412653
569	0.1422371492
570	0.1421248848
571	0.1420390566
572	0.1419497853
573	0.1418492198
574	0.1417483539
575	0.1416316323
576	0.1415284375
577	0.1414390436
578	0.141341547
579	0.1412359717
580	0.1411415883
581	0.1410424864
582	0.1409559653
583	0.1408541407
584	0.1407678584
585	0.1406680714
586	0.1405661502
587	0.1404510634
588	0.1403734366
589	0.140272862
590	0.1401732287
591	0.1400683436
592	0.1399860657
593	0.1398811149
594	0.139782815
595	0.1396887102
596	0.1395935908
597	0.1394745264
598	0.1393752977
599	0.1392914144
600	0.13919358
601	0.1391098258
602	0.1390267544
603	0.1389235325
604	0.1388212334
605	0.1387381349
606	0.1386364965
607	0.1385541946
608	0.1384701183
609	0.1383766744
610	0.1382904029
611	0.1381889943
612	0.1380955941
613	0.1380179506
614	0.1379359255
615	0.137845592
616	0.1377658549
617	0.137687567
618	0.137589857
619	0.13750712
620	0.1374300223
621	0.1373208868
622	0.1372357798
623	0.1371362549
624	0.1370745756
625	0.1369852772
626	0.1369164642
627	0.1368326493
628	0.1367526982
629	0.1366700507
630	0.1365736353
631	0.1364735274
632	0.1363809693
633	0.1362975305
634	0.1362058853
635	0.1361308563
636	0.1360542732
637	0.135980778
638	0.135905455
639	0.135829104
640	0.13574956
641	0.1356522949
642	0.1355776322
643	0.1354982332
644	0.1354175562
645	0.135322886
646	0.1352344282
647	0.1351576442
648	0.1350833406
649	0.1349878864
650	0.1348977353
651	0.1348172457
652	0.1347351427
653	0.1346712477
654	0.134597052
655	0.1345114099
656	0.134414796
657	0.1343446026
658	0.134261931
659	0.1341863747
660	0.1341074528
661	0.1340322624
662	0.1339486181
663	0.1338792145
664	0.1337920804
665	0.1337239753
666	0.1336510251
667	0.1335775041
668	0.1335122521
669	0.1334348936
670	0.1333648102
671	0.1333003303
672	0.1332303412
673	0.1331630055
674	0.1330903551
675	0.1330248609
676	0.132957438
677	0.1328768853
678	0.1328125728
679	0.1327236088
680	0.1326493936
681	0.1325745312
682	0.1325113172
683	0.1324341587
684	0.1323794016
685	0.1323214678
686	0.1322436017
687	0.1321760294
688	0.1321083872
689	0.1320386895
690	0.1319728606
691	0.1319070869
692	0.1318374366
693	0.1317652827
694	0.1317036153
695	0.1316304174
696	0.1315624652
697	0.1314933051
698	0.1314226456
699	0.1313514347
700	0.1312805128
701	0.1312003019
702	0.1311299488
703	0.1310723715
704	0.1309959469
705	0.13092734
706	0.1308711742
707	0.1308191501
708	0.130748712
709	0.1306844985
710	0.1306281961
711	0.1305540225
712	0.1304900575
713	0.1304165799
714	0.1303441778
715	0.1302713859
716	0.1302008961
717	0.1301376358
718	0.1300735722
719	0.1299911756
720	0.1299274046
721	0.1298710146
722	0.1298127341
723	0.1297571377
724	0.1296975708
725	0.1296346381
726	0.1295653525
727	0.1295150446
728	0.1294484678
729	0.1293927563
730	0.1293323217
731	0.1292817345
732	0.1292285581
733	0.1291759788
734	0.1291101237
735	0.1290529585
736	0.1289982436
737	0.1289336172
738	0.1288616041
739	0.12879455
740	0.1287366067
741	0.1286770509
742	0.1286235686
743	0.1285670734
744	0.1285063056
745	0.1284457359
746	0.1283948564
747	0.1283302058
748	0.128275885
749	0.128233182
750	0.1281831426
751	0.1281241931
752	0.1280557785
753	0.1280003642
754	0.1279273293
755	0.1278667587
756	0.1278173228
757	0.1277597044
758	0.1276797808
759	0.1276303286
760	0.1275722253
761	0.1275202662
762	0.1274622115
763	0.1273994673
764	0.1273427788
765	0.1272881577
766	0.1272427106
767	0.1271928656
768	0.1271398608
769	0.1270860166
770	0.1270323213
771	0.1269806543
772	0.1269295999
773	0.1268798861
774	0.1268197698
775	0.1267639585
776	0.1267017751
777	0.1266575354
778	0.1266061697
779	0.1265533316
780	0.1264990194
781	0.1264464603
782	0.1264040857
783	0.1263459663
784	0.1262950898
785	0.1262408869
786	0.1261826806
787	0.1261213774
788	0.12606726
789	0.1260089698
790	0.1259557887
791	0.1258972109
792	0.125851296
793	0.1258076658
794	0.1257449928
795	0.1256999609
796	0.1256406356
797	0.1255962652
798	0.1255438617
799	0.1255036094
800	0.1254487886
801	0.125402224
802	0.1253424371
803	0.1252799835
804	0.1252230438
805	0.125168694
806	0.1251109896
807	0.1250792316
808	0.1250296611
809	0.1249781051
810	0.1249255372
811	0.1248793817
812	0.1248129134
813	0.1247698334
814	0.124714076
815	0.124661175
816	0.1246161752
817	0.1245684905
818	0.1245211851
819	0.1244777809
820	0.124423112
821	0.1243761698
822	0.1243396729
823	0.1242899186
824	0.1242412658
825	0.1241963178
826	0.1241491591
827	0.1241070421
828	0.1240584393
829	0.1240050435
830	0.1239557829
831	0.1239073543
832	0.1238478506
833	0.1237920574
834	0.1237458744
835	0.1237020772
836	0.1236683307
837	0.1236220095
838	0.1235806412
839	0.1235291
840	0.1234884555
841	0.1234398894
842	0.1233945229
843	0.1233405443
844	0.1232946975
845	0.1232340951
846	0.1231848547
847	0.1231441726
848	0.1230886933
849	0.1230468443
850	0.1230027765
851	0.1229557409
852	0.1229018535
853	0.1228697441
854	0.1228157113
855	0.1227861909
856	0.1227300109
857	0.1226762912
858	0.1226230604
859	0.1225727002
860	0.122524795
861	0.1224818273
862	0.1224303944
863	0.1223913205
864	0.1223396238
865	0.1223053423
866	0.1222680244
867	0.1222241447
868	0.1221867039
869	0.1221483858
870	0.1221060337
871	0.1220602695
872	0.1220113544
873	0.1219533582
874	0.1219125773
875	0.1218693741
876	0.1218274145
877	0.1217877673
878	0.121736865
879	0.1216829848
880	0.1216396884
881	0.121596471
882	0.1215679388
883	0.1215439121
884	0.1215070298
885	0.1214771131
886	0.1214337476
887	0.1213842356
888	0.1213429544
889	0.1213053285
890	0.1212632915
891	0.1212179112
892	0.1211737431
893	0.1211157659
894	0.1210751526
895	0.1210287311
896	0.1209900158
897	0.1209505987
898	0.1209124552
899	0.1208729524
900	0.1208259329
901	0.120781762
902	0.1207400153
903	0.1206978532
904	0.1206569067
905	0.1206169271
906	0.1205725605
907	0.1205316843
908	0.120492101
909	0.1204547892
910	0.1204132525
911	0.1203606797
912	0.1203116162
913	0.1202750073
914	0.1202400373
915	0.1201914294
916	0.1201574731
917	0.1201049447
918	0.120060815
919	0.1200059708
920	0.1199713679
921	0.1199196564
922	0.1198709642
923	0.1198298973
924	0.1197827232
925	0.1197405613
926	0.1197058914
927	0.1196715087
928	0.1196236695
929	0.1195725799
930	0.1195295198
931	0.1194920563
932	0.1194490264
933	0.1194050177
934	0.1193680555
935	0.1193351724
936	0.1193020878
937	0.1192589773
938	0.1192347636
939	0.1191906119
940	0.1191548982
941	0.1191076446
942	0.1190630316
943	0.1190108035
944	0.1189601644
945	0.1189186376
946	0.1188923564
947	0.1188560769
948	0.1188152144
949	0.1187732558
950	0.1187362272
951	0.1186979425
952	0.1186676583
953	0.1186403325
954	0.1185935317
955	0.118558925
956	0.1185250716
957	0.1184773471
958	0.1184465862
959	0.1184016486
960	0.1183618707
961	0.1183181182
962	0.1182820752
963	0.1182432473
964	0.1182129444
965	0.1181829744
966	0.1181497412
967	0.1181041283
968	0.1180715238
969	0.1180386064
970	0.1179967826
971	0.1179606412
972	0.1179192119
973	0.1178786662
974	0.1178385235
975	0.1178033175
976	0.1177610719
977	0.1177250606
978	0.1176925528
979	0.1176437838
980	0.1176073646
981	0.1175712323
982	0.1175422463
983	0.1175067102
984	0.1174758878
985	0.1174455365
986	0.1174047053
987	0.1173683518
988	0.1173346405
989	0.1173152015
990	0.1172903367
991	0.1172526293
992	0.1172115019
993	0.1171775953
994	0.1171313068
995	0.1170947715
996	0.1170523013
997	0.1170207958
998	0.1169849906
999	0.1169475922
1000	0.1169130201
1001	0.1168813942
1002	0.1168456158
1003	0.1168112227
1004	0.1167719904
1005	0.1167318925
1006	0.1166985751
1007	0.1166572961
1008	0.1166235761
1009	0.116591119
1010	0.1165461148
1011	0.1165129291
1012	0.1164795013
1013	0.1164557179
1014	0.1164215051
1015	0.1163882868
1016	0.1163459004
1017	0.1163136368
1018	0.1162912518
1019	0.1162557632
1020	0.1162181814
1021	0.1161947926
1022	0.1161656172
1023	0.1161401248
1024	0.1161126826
1025	0.1160750818
1026	0.1160364021
1027	0.1159959429
1028	0.1159620924
1029	0.1159335343
1030	0.1159036278
1031	0.1158606074
1032	0.1158350833
1033	0.1158008994
1034	0.1157684149
1035	0.1157425443
1036	0.11570774
1037	0.1156772637
1038	0.1156382135
1039	0.1156084955
1040	0.115579513
1041	0.1155391014
1042	0.1155074354
1043	0.1154800235
1044	0.1154507744
1045	0.1154193222
1046	0.1153890923
1047	0.115349348
1048	0.1153158145
1049	0.1152923689
1050	0.1152692264
1051	0.1152403916
1052	0.1152059206
1053	0.1151788831
1054	0.1151460088
1055	0.1151157059
1056	0.1150920433
1057	0.1150532379
1058	0.1150285433
1059	0.1150012694
1060	0.1149674025
1061	0.1149328706
1062	0.1149018011
1063	0.1148674854
1064	0.1148347111
1065	0.1147994558
1066	0.1147683181
1067	0.1147298608
1068	0.1147011571
1069	0.1146755854
1070	0.1146547187
1071	0.1146277574
1072	0.1145934502
1073	0.1145649368
1074	0.1145409712
1075	0.1145075101
1076	0.1144738525
1077	0.1144437569
1078	0.1144141289
1079	0.1143860152
1080	0.1143584382
1081	0.1143183223
1082	0.1142968687
1083	0.1142635424
1084	0.1142463144
1085	0.1142229898
1086	0.1141939846
1087	0.1141599509
1088	0.1141278034
1089	0.1140930973
1090	0.1140598826
1091	0.114030517
1092	0.1140052753
1093	0.1139753061
1094	0.1139535261
1095	0.1139187586
1096	0.113891811
1097	0.1138574364
1098	0.1138313969
1099	0.1138038524
1100	0.113761828
1101	0.1137295606
1102	0.1136960838
1103	0.1136693835
1104	0.1136344104
1105	0.1136067694
1106	0.1135789014
1107	0.1135563459
1108	0.1135204435
1109	0.1134881357
1110	0.113462513
1111	0.1134289419
1112	0.1134028647
1113	0.1133783209
1114	0.1133491503
1115	0.1133227482
1116	0.1132933438
1117	0.113261271
1118	0.1132325104
1119	0.113202592
1120	0.1131746542
1121	0.1131509832
1122	0.1131315363
1123	0.1131053804
1124	0.1130701239
1125	0.1130409032
1126	0.1130249396
1127	0.112991211
1128	0.1129666795
1129	0.1129350119
1130	0.1128995791
1131	0.1128808616
1132	0.112855603
1133	0.1128228588
1134	0.1127939983
1135	0.1127598461
1136	0.1127435077
1137	0.1127117121
1138	0.1126753247
1139	0.1126483003
1140	0.1126204253
1141	0.112587405
1142	0.1125535389
1143	0.1125218562
1144	0.1124879383
1145	0.112461268
1146	0.1124366771
1147	0.1124088808
1148	0.1123874261
1149	0.1123746376
1150	0.1123474672
1151	0.1123190431
1152	0.1122883318
1153	0.1122612595
1154	0.112232583
1155	0.1122031155
1156	0.1121727295
1157	0.1121491519
1158	0.1121213704
1159	0.1120939451
1160	0.1120721536
1161	0.1120407228
1162	0.1120118035
1163	0.1119801982
1164	0.1119522598
1165	0.1119246582
1166	0.1118964956
1167	0.1118803853
1168	0.111851905
1169	0.1118242076
1170	0.1117926743
1171	0.1117689694
1172	0.1117462936
1173	0.111724365
1174	0.111700214
1175	0.1116684248
1176	0.1116349758
1177	0.1116018693
1178	0.1115706935
1179	0.111538118
1180	0.1115078706
1181	0.1114802587
1182	0.1114475013
1183	0.1114197011
1184	0.1113817683
1185	0.1113622371
1186	0.1113362083
1187	0.1113100267
1188	0.1112918804
1189	0.111258488
1190	0.1112349824
1191	0.1112167693
1192	0.1111970313
1193	0.1111689822
1194	0.1111400368
1195	0.1111191446
1196	0.1110985553
1197	0.111072733
1198	0.1110511946
1199	0.1110198179
1200	0.1109978439
1201	0.1109723045
1202	0.1109481709
1203	0.1109205122
1204	0.1108857152
1205	0.110858137
1206	0.1108283642
1207	0.1108019964
1208	0.1107695618
1209	0.1107537248
1210	0.1107373521
1211	0.1107189036
1212	0.110700579
1213	0.1106724641
1214	0.1106507689
1215	0.1106250989
1216	0.1105997227
1217	0.1105751272
1218	0.1105469215
1219	0.1105209575
1220	0.1105018597
1221	0.1104786626
1222	0.1104541719
1223	0.1104270493
1224	0.1104080023
1225	0.110387294
1226	0.1103614113
1227	0.1103315342
1228	0.1102997897
1229	0.1102687081
1230	0.1102402214
1231	0.1102148467
1232	0.1101920779
1233	0.1101697329
1234	0.1101467578
1235	0.1101220526
1236	0.1101011042
1237	0.1100728702
1238	0.1100575574
1239	0.1100350313
1240	0.1100090135
1241	0.1099821348
1242	0.1099597465
1243	0.1099316078
1244	0.1099043125
1245	0.1098820174
1246	0.1098702018
1247	0.1098471967
1248	0.1098276898
1249	0.1097988477
1250	0.1097781108
1251	0.1097508178
1252	0.1097295295
1253	0.10970819
1254	0.1096885951
1255	0.1096658005
1256	0.1096498855
1257	0.1096234885
1258	0.1095932365
1259	0.1095713004
1260	0.109547695
1261	0.1095183569
1262	0.1094969924
1263	0.1094724657
1264	0.1094432388
1265	0.1094181445
1266	0.109394399
1267	0.1093757426
1268	0.1093457999
1269	0.1093220125
1270	0.1092944386
1271	0.1092703215
1272	0.1092415763
1273	0.1092090962
1274	0.1091854439
1275	0.109162436
1276	0.1091391819
1277	0.1091158822
1278	0.1090873831
1279	0.109061043
1280	0.1090454405
1281	0.1090203132
1282	0.108999023
1283	0.108967387
1284	0.1089381619
1285	0.1089178769
1286	0.1088962702
1287	0.1088747587
1288	0.1088499067
1289	0.1088322309
1290	0.1088108067
1291	0.1087899428
1292	0.1087635974
1293	0.1087443727
1294	0.1087224111
1295	0.1086959812
1296	0.1086751516
1297	0.108646972
1298	0.1086234922
1299	0.108597348
1300	0.1085718997
1301	0.1085529603
1302	0.108532779
1303	0.1085079314
1304	0.1084807008
1305	0.1084581855
1306	0.1084345313
1307	0.1084103736
1308	0.1083929019
1309	0.1083723848
1310	0.1083489403
1311	0.1083298117
1312	0.1083053659
1313	0.1082849809
1314	0.1082675087
1315	0.1082494714
1316	0.1082234479
1317	0.1081991566
1318	0.1081704037
1319	0.1081487724
1320	0.1081371712
1321	0.1081168922
1322	0.1080909477
1323	0.1080627484
1324	0.1080424493
1325	0.1080201025
1326	0.1079983011
1327	0.1079739348
1328	0.1079462083
1329	0.1079252683
1330	0.1079000542
1331	0.1078771591
1332	0.1078545116
1333	0.107829077
1334	0.1078125416
1335	0.1077866451
1336	0.1077608979
1337	0.1077391704
1338	0.107714397
1339	0.1076875366
1340	0.107660747
1341	0.1076414457
1342	0.1076155193
1343	0.1075938559
1344	0.1075685098
1345	0.1075417326
1346	0.1075165718
1347	0.10749582
1348	0.1074789419
1349	0.1074551932
1350	0.1074324513
1351	0.1074120676
1352	0.1073941913
1353	0.1073763514
1354	0.1073563733
1355	0.1073328401
1356	0.1073117228
1357	0.1072963336
1358	0.1072703824
1359	0.1072482846
1360	0.1072300036
1361	0.1072060044
1362	0.1071877089
1363	0.1071633239
1364	0.1071458362
1365	0.1071155495
1366	0.1070908794
1367	0.1070610713
1368	0.107042744
1369	0.1070209995
1370	0.1069906801
1371	0.1069659095
1372	0.1069481853
1373	0.1069275395
1374	0.1069118161
1375	0.1068947598
1376	0.1068662158
1377	0.1068363033
1378	0.1068161517
1379	0.1067948719
1380	0.1067726401
1381	0.1067514199
1382	0.1067269009
1383	0.1067083614
1384	0.1066911536
1385	0.1066722491
1386	0.1066515291
1387	0.106624528
1388	0.1066036032
1389	0.1065795981
1390	0.1065601127
1391	0.1065374549
1392	0.1065171172
1393	0.1064961963
1394	0.1064817753
1395	0.1064648211
1396	0.1064456144
1397	0.1064152722
1398	0.1063962367
1399	0.1063745376
1400	0.1063588697
1401	0.106337643
1402	0.1063156796
1403	0.1063017719
1404	0.1062761659
1405	0.106254504
1406	0.1062306382
1407	0.106206492
1408	0.1061838852
1409	0.1061640583
1410	0.1061435282
1411	0.1061277843
1412	0.1061081535
1413	0.1060906083
1414	0.1060711977
1415	0.1060482197
1416	0.1060292709
1417	0.1060095066
1418	0.1059867808
1419	0.1059690577
1420	0.1059455538
1421	0.1059282853
1422	0.105908159
1423	0.1058833971
1424	0.105863837
1425	0.1058434605
1426	0.105821765
1427	0.1058080302
1428	0.1057885955
1429	0.1057635254
1430	0.1057382776
1431	0.1057182527
1432	0.1056960966
1433	0.1056805938
1434	0.105659891
1435	0.1056423452
1436	0.1056201625
1437	0.1055944418
1438	0.1055747244
1439	0.1055520888
1440	0.1055297012
1441	0.1055038622
1442	0.1054796351
1443	0.1054535275
1444	0.1054315096
1445	0.105409823
1446	0.1053929328
1447	0.105368138
1448	0.1053492762
1449	0.1053245309
1450	0.1052986705
1451	0.1052827604
1452	0.1052581652
1453	0.1052333093
1454	0.1052166608
1455	0.1052025505
1456	0.1051803086
1457	0.10516161
1458	0.1051493021
1459	0.1051286751
1460	0.1051105536
1461	0.1050871016
1462	0.1050599411
1463	0.1050390984
1464	0.1050158634
1465	0.1049986429
1466	0.1049724603
1467	0.1049527905
1468	0.1049347928
1469	0.1049194665
1470	0.1048992987
1471	0.1048731094
1472	0.1048615079
1473	0.1048479967
1474	0.104832279
1475	0.1048122474
1476	0.1047908766
1477	0.1047667507
1478	0.1047460592
1479	0.104727278
1480	0.1047133343
1481	0.1046964458
1482	0.1046766108
1483	0.1046605963
1484	0.1046398885
1485	0.1046186409
1486	0.1045942222
1487	0.1045811287
1488	0.104559781
1489	0.1045408554
1490	0.1045173822
1491	0.1044946969
1492	0.104476572
1493	0.1044548597
1494	0.1044393066
1495	0.1044283448
1496	0.1044078998
1497	0.1043858833
1498	0.104365739
1499	0.104347232
1500	0.1043310468
1501	0.1043151931
1502	0.1042975201
1503	0.1042746097
1504	0.1042593935
1505	0.1042430602
1506	0.1042334617
1507	0.1042199003
1508	0.1041953511
1509	0.1041733356
1510	0.1041551572
1511	0.1041350696
1512	0.1041124761
